Company,Model,F1,F2
AUDI,AUDI A5 Cabriolet (2012-Present),0.36001498475779964,0.12724498964093897
AUDI,AUDI A5 Cabriolet (2012-Present),0.15787002537157666,0.13344078153342231
AUDI,AUDI A5 Cabriolet (2012-Present),1.0472126080297042,-0.09320121240382985
AUDI,AUDI A5 Cabriolet (2012-Present),0.598997429405926,-0.022036426684139247
AUDI,AUDI A5 Cabriolet (2012-Present),1.0523441098784354,-0.17768654548393728
AUDI,AUDI Q5 Sportback (2020-Present),-0.07123820863905375,0.7221271908049892
AUDI,AUDI Q5 Sportback (2020-Present),0.20974116840311124,0.6464075544113823
AUDI,AUDI Q5 Sportback (2020-Present),1.0396174222989283,0.4521403046614932
AUDI,AUDI Q5 Sportback (2020-Present),0.22089555503326863,0.5852733797110373
AUDI,AUDI Q5 Sportback (2020-Present),0.6275230158514111,0.33666242021508275
AUDI,AUDI Q3 Sportback (2019-Present),-0.20414793844043508,0.19917619134583012
AUDI,AUDI Q3 Sportback (2019-Present),-0.24201904316610048,0.1320027450980722
AUDI,AUDI Q3 Sportback (2019-Present),0.07797906396388417,0.13207696300769745
BENTLEY,BENTLEY Bentayga (2020-Present),2.5703642037965113,0.9474594043217681
BENTLEY,BENTLEY Bentayga Speed (2020-Present),3.4610845500958365,0.6093373229121891
BENTLEY,BENTLEY Continental GTC (2018-Present),3.790651938623344,-0.12297986718001049
BENTLEY,BENTLEY Mulsanne (2016-Present),3.2555230057609346,1.7720103849991766
BENTLEY,BENTLEY Mulsanne (2016-Present),3.27296519663316,2.1200805222265693
BENTLEY,BENTLEY Mulsanne (2016-Present),3.4978608486454035,1.6312251604671202
BMW,2024 BMW X5,1.9005299536276852,1.4060443371512732
BMW,2024 BMW X5,1.1990706024536926,1.3825059887831226
BMW,2024 BMW X5,0.8777767565695358,1.6706874525386453
BMW,2019 BMW X5,1.3578631627599718,1.5902456332688375
BMW,2019 BMW X5,1.3587123630896862,1.5831394831388088
BMW,2019 BMW X5,0.7629311070568537,1.636126507134629
BMW,2019 BMW X5,0.7610986221348386,1.6514608310994279
BMW,2019 BMW X5,0.9009908681746589,1.5530526668990503
BMW,2019 BMW X5,1.1727728268796385,1.4170810628140922
BMW,2024 BMW X6,1.931076033627035,1.2868241983048054
BMW,2024 BMW X6,1.2269964604614254,1.307872727283119
BMW,2024 BMW X6,0.9035746699362148,1.5934741312014216
BMW,2020 BMW X6,1.9268402574500079,1.2615093657472396
BMW,2020 BMW X6,1.1060771462665548,1.5277941616347976
BMW,2020 BMW X6,1.396280005300774,1.5134202409407174
BMW,2020 BMW X6,0.7983394379424188,1.5958068537397985
BMW,2020 BMW X6,1.2000207788669104,1.3350105174724582
BMW,2024 BMW X6 M Competition,2.0701407913030456,1.3397523833524563
BMW,2020 BMW X6 M,2.0416205914865597,1.2255081264075407
BMW,2020 BMW X6 M,2.080445107553226,1.215442964888703
BMW,2024 BMW X5 M Competition,2.0486578688656785,1.4620325958887532
BMW,2020 BMW X5 M,2.0179068649595844,1.3234339524175842
BMW,2020 BMW X5 M,2.05673138102625,1.3133687908987464
BMW,2024 BMW X2,-0.2640082176304251,0.11640071926684786
BMW,2019,-0.48775619417121246,-0.13386511776438956
BMW,BMW X7 (2022-Present),1.2680598539615346,1.9321528859047143
BMW,BMW X7 (2022-Present),1.3300630203719386,1.7724854987476693
BMW,BMW M8 Coupe (2022-Present),2.1855085142464747,-0.15406048582297166
BMW,BMW 7 Series (2022-Present),1.2026608841344866,1.5930476140541465
BMW,BMW 7 Series (2022-Present),1.1311791653694434,1.737157211755132
BMW,BMW 3-Series Touring (2022-Present),-0.12287567638436998,0.3576006354341742
BMW,BMW 3-Series Touring (2022-Present),0.19480612618853796,0.15003886661100624
BMW,BMW 3-Series Touring (2022-Present),0.6947975094793892,-0.1465504272807979
BMW,BMW 3-Series Touring (2022-Present),0.6940298399471116,-0.052171610978098096
BMW,BMW 3-Series Touring (2022-Present),-0.21764161886032385,0.33449407541748716
BMW,BMW 3-Series Touring (2022-Present),0.2034928571863942,0.05669148664625707
BMW,BMW 3-Series Touring (2022-Present),0.13395479650340714,0.2186246117966137
BMW,BMW 3-Series Touring (2022-Present),1.152247353532209,-0.08939468994522505
BMW,BMW 3-Series Touring (2022-Present),1.1634324771150306,-0.014577339613462751
BMW,BMW 3-Series Touring (2022-Present),1.2899430706580974,0.023001648127191247
BMW,BMW 3-Series Touring (2022-Present),-0.028712850483283252,0.17918852104652738
BMW,BMW 3-Series Touring (2022-Present),-0.07373715864884474,0.29987547470211107
BMW,BMW 3-Series Touring (2022-Present),0.24963957890426053,-0.048772580769116065
BMW,BMW 3-Series Touring (2022-Present),0.17113797260614783,0.13673169600234558
BMW,BMW 3-Series Touring (2022-Present),1.2192721572266503,-0.06800940286421128
BMW,BMW 3 Series Sedan (2022-Present),-0.0033490675881215864,0.1311118123785872
BMW,BMW 3 Series Sedan (2022-Present),0.29118166336734463,-0.050040209815237616
BMW,BMW 3 Series Sedan (2022-Present),0.1990931154975689,0.1295001534342565
BMW,BMW 3 Series Sedan (2022-Present),0.723585832478137,-0.29812220312087
BMW,BMW 3 Series Sedan (2022-Present),0.7276048188821412,-0.19429801278500977
BMW,BMW 3 Series Sedan (2022-Present),-0.10350195713760453,0.1085141395910202
BMW,BMW 3 Series Sedan (2022-Present),0.3279402061815109,-0.16147398608091074
BMW,BMW 3 Series Sedan (2022-Present),0.2134123989074566,0.031309411646543585
BMW,BMW 3 Series Sedan (2022-Present),1.179680870780953,-0.21829901921048475
BMW,BMW 3 Series Sedan (2022-Present),1.1915559683028185,-0.15303219321208916
BMW,BMW 3 Series Sedan (2022-Present),1.3125406659203487,-0.11562248325293553
BMW,BMW 3 Series Sedan (2022-Present),0.07448803434669408,-0.02438492101795395
BMW,BMW 3 Series Sedan (2022-Present),0.2733428655452676,-0.18497548216971207
BMW,BMW 3 Series Sedan (2022-Present),0.2682113636965363,-0.10049014908960478
BMW,BMW 3 Series Sedan (2022-Present),1.2474598957947451,-0.2107786701740777
BMW,BMW X1 (2022-Present),0.833382104484153,-0.4295805226253186
BMW,BMW X1 (2022-Present),-0.41874289309563284,0.02969938073434774
BMW,BMW X1 (2022-Present),-0.15039468859637484,-0.03443101948991351
BMW,BMW X1 (2022-Present),0.32790522744230194,-0.2639176145198867
BMW,BMW X1 (2022-Present),0.23957623337420406,-0.143424944841041
BMW,BMW M8 Convertible (2022-Present),2.1971130013483307,-0.02863899123591136
BMW,BMW X4 (2021-Present),1.3005749024545357,0.6364740428648142
BMW,BMW X4 (2021-Present),0.016934307584383898,1.0860408182484083
BMW,BMW X4 (2021-Present),1.095295945616776,0.5937828576121711
BMW,BMW X4 (2021-Present),-0.04611698344178649,1.0280093551909322
BMW,BMW X4 (2021-Present),0.4411290703977445,0.6918379327109332
BMW,BMW 2 Series Active Tourer (2021-Present),-0.31502632085508936,-0.16822847391572512
BMW,BMW 2 Series Active Tourer (2021-Present),-0.003609985067684181,-0.24456003836435566
BMW,BMW 2 Series Active Tourer (2021-Present),-0.15025838407032913,-0.22622622505117626
BMW,BMW 2 Series Active Tourer (2021-Present),0.4374082316720353,-0.5650361956077704
BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),0.2631585515070298,0.2975760692771975
BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),0.7052495459209037,0.06434483840835244
BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),0.36472416267247587,0.34930794580880853
BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),0.3187142842666059,0.47789885530751897
BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),1.231570641714319,0.11610432933274151
BMW,BMW 2 Series Coupe (G42) (2021-Present),0.3243186003712543,-0.4082762229131749
BMW,BMW 2 Series Coupe (G42) (2021-Present),0.4229678731912529,-0.3536410925321026
BMW,BMW X3 (2021-Present),1.2986065920027337,0.600132704431836
BMW,BMW X3 (2021-Present),0.010468188269166748,1.0824242722274156
BMW,BMW X3 (2021-Present),1.0888298263015586,0.5901663115911784
BMW,BMW X3 (2021-Present),1.196493611321003,0.4597324805471654
BMW,BMW X3 (2021-Present),-0.062391598058558026,1.0039870132993525
BMW,BMW X3 (2021-Present),0.4337299507463944,0.7035823563408691
BMW,BMW X3 (2021-Present),-0.0017648708512697175,0.8258826749781707
BMW,BMW 4 Series Coupe (G22) (2020-Present),0.3670182425229227,-0.012375769607736571
BMW,BMW 4 Series Coupe (G22) (2020-Present),0.7584224980334159,-0.1968080122035575
BMW,BMW 4 Series Coupe (G22) (2020-Present),0.4593518510772223,0.028596287180665148
BMW,BMW 4 Series Coupe (G22) (2020-Present),0.4112469087261365,0.1822723717713961
BMW,BMW 4 Series Coupe (G22) (2020-Present),1.253658891579244,-0.09989576218996471
BMW,BMW M5 Competition (F90 LCI) (2020-Present),2.0898539250669574,0.42873529026984314
BMW,2023 BMW M4 CSL,2.4425982631747303,-0.9091351081451063
BMW,BMW M4 Coupe (G82) (2020-Present),1.4399786683959899,-0.09992326998208446
BMW,BMW M4 Coupe (G82) (2020-Present),1.5579162045473143,-0.0904885712644045
BMW,BMW 4-Series Convertible (G23) (2020-Present),0.2923488333329434,0.270974464145639
BMW,BMW 4-Series Convertible (G23) (2020-Present),0.7459109468437786,0.039242034085990425
BMW,BMW 4-Series Convertible (G23) (2020-Present),0.39490001473869796,0.31480238483412365
BMW,BMW 4-Series Convertible (G23) (2020-Present),1.2462010490038085,0.10535224608512117
BMW,2021 BMW 5 Series,1.9442914560485736,0.4497938261981317
BMW,2021 BMW 5 Series,0.3238119564797116,0.44274149419574443
BMW,2021 BMW 5 Series,0.25016024011478843,0.5910950975129522
BMW,2021 BMW 5 Series,0.36425359279181996,0.6831881424228864
BMW,2021 BMW 5 Series,0.3122137737755801,0.8217886735741464
BMW,2021 BMW 5 Series,1.159239346152729,0.41887943675093847
BMW,2021 BMW 5 Series,1.163210333948573,0.5158950492622839
BMW,2021 BMW 5 Series,1.3086862208968584,0.5099681605423033
BMW,2021 BMW 5 Series,0.25595292769383826,0.6851402641440464
BMW,2021 BMW 5 Series,0.6722627549883474,0.4424012363218026
BMW,2021 BMW 5 Series,0.6709760153838279,0.5370035236421645
BMW,2021 BMW 5 Series,1.1275798741568444,0.3472109321479432
BMW,2021 BMW 5 Series,1.1440305838509839,0.33642092569485677
BMW,BMW 5 Series Touring (G31 LCI) (2020-Present),0.18693344018879882,1.036400046054147
BMW,BMW 5 Series Touring (G31 LCI) (2020-Present),0.13493831592675445,1.1746265693038263
BMW,BMW 5 Series Touring (G31 LCI) (2020-Present),1.1348795847278577,0.645559691991616
BMW,BMW 5 Series Touring (G31 LCI) (2020-Present),1.1337520715140084,0.7426063535153161
BMW,BMW 5 Series Touring (G31 LCI) (2020-Present),1.281714096191324,0.693214611153613
BMW,BMW 5 Series Touring (G31 LCI) (2020-Present),0.07172106550859857,1.0189835238649183
BMW,BMW 5 Series Touring (G31 LCI) (2020-Present),0.6409912839812574,0.6497128476520919
BMW,BMW 5 Series Touring (G31 LCI) (2020-Present),0.6279305302784206,0.7623805693370694
BMW,BMW 5 Series Touring (G31 LCI) (2020-Present),1.0158804942735178,0.7234405675308723
BMW,BMW 6 Series Gran Turismo (G32 LCI) (2020-Present),0.06238197814076467,1.5126674637332278
BMW,BMW 6 Series Gran Turismo (G32 LCI) (2020-Present),1.0718162842797843,1.0858436557329536
BMW,BMW 6 Series Gran Turismo (G32 LCI) (2020-Present),1.0764576933885608,1.177249149720592
BMW,BMW 6 Series Gran Turismo (G32 LCI) (2020-Present),1.2107522755192017,1.1727541651256388
BMW,BMW 6 Series Gran Turismo (G32 LCI) (2020-Present),0.6406040579231405,1.0546534534430467
BMW,BMW 6 Series Gran Turismo (G32 LCI) (2020-Present),1.044914745961511,0.9820779304510617
BMW,BMW 6 Series Gran Turismo (G32 LCI) (2020-Present),1.0447006804576833,1.0677040281334929
BMW,BMW 1 Series (F40) (2019-Present),-0.2713760329257635,-0.6652399263819303
BMW,BMW 1 Series (F40) (2019-Present),0.7578845416494554,-0.9954748297858945
BMW,BMW 1 Series (F40) (2019-Present),0.9088403448456673,-0.9397551695133912
BMW,BMW 1 Series (F40) (2019-Present),-0.5563958060854096,-0.3661950772053225
BMW,BMW 1 Series (F40) (2019-Present),-0.5484218430380828,-0.29889977002655904
BMW,BMW 1 Series (F40) (2019-Present),-0.005818301986536983,-0.596333874888877
BMW,BMW 1 Series (F40) (2019-Present),-0.023836837110264377,-0.551699389919975
BMW,BMW 1 Series (F40) (2019-Present),0.3335577420115967,-0.6484367349688546
BMW,BMW M2 (2022-Present),1.4223620927368446,-0.60338873381263
BMW,BMW M2 (2022-Present),1.4316969495083345,-0.57803910444546
BMW,BMW M2 CS (2019-Present),1.8517310431935001,-1.23040723570291
BMW,BMW M2 CS (2019-Present),1.861691626523727,-1.2102937169578667
BMW,BMW M2 Competition (2018-Present),1.362769087192392,-0.953154839616313
BMW,BMW M2 Competition (2018-Present),1.7991185067822846,-1.2121422368002581
BMW,2024 BMW M3 CS,2.5083584249042516,-0.8742062305615884
BMW,BMW M3 Sedan (G80) (2020-Present),1.4256721791332065,-0.031050379087231433
