Company,Model,Segment,Fuel,Power(HP),Torque(Nm),Displacement,Length,Width,Height,Wheelbase,Cargo Volume,Unladen Weight,Top Speed,Acceleration 0-62 Mph (0-100 kph),Combined mpg,Fuel capacity
AUDI,AUDI A5 (2016-Present),Premium Coupe,Diesel,218.0,400.0,2967.0,184.0,72.7,54.0,108.8,16.4,3704.0,155.0,6.2,49.0,14.3
AUDI,AUDI A3 Cabriolet (2016-Present),Compact,Gasoline,116.0,200.0,1395.0,174.1,70.6,55.5,102.2,11.3,3153.0,126.0,10.6,42.0,13.2
AUDI,AUDI A3 Cabriolet (2016-Present),Compact,Gasoline,116.0,200.0,1395.0,174.1,70.6,55.5,102.2,11.3,3197.0,126.0,10.6,43.6,13.2
AUDI,AUDI A3 Cabriolet (2016-Present),Compact,Gasoline,150.0,250.0,1395.0,174.1,70.6,55.5,102.2,11.3,3197.0,138.0,8.9,45.2,13.2
AUDI,AUDI A3 Cabriolet (2016-Present),Compact,Gasoline,150.0,250.0,1395.0,174.1,70.6,55.5,102.2,11.3,3241.0,138.0,8.9,45.2,13.2
AUDI,AUDI A3 Cabriolet (2016-Present),Compact,Gasoline,190.0,320.0,1984.0,174.1,70.6,55.5,102.2,11.3,3594.0,150.0,6.9,37.3,13.2
AUDI,AUDI A3 Cabriolet (2016-Present),Compact,Diesel,150.0,340.0,1968.0,174.1,70.6,55.5,102.2,11.3,3428.0,139.0,8.8,48.0,13.2
AUDI,AUDI A3 Cabriolet (2016-Present),Compact,Diesel,150.0,340.0,1968.0,174.1,70.6,55.5,102.2,11.3,3384.0,139.0,8.9,51.1,13.2
AUDI,AUDI A3 Cabriolet (2016-Present),Compact,Diesel,184.0,380.0,1968.0,174.1,70.6,55.5,102.2,11.3,3682.0,147.0,7.6,45.2,13.2
AUDI,AUDI A3 Cabriolet (2016-Present),Compact,Diesel,150.0,340.0,1968.0,174.1,70.6,55.5,102.2,11.3,3560.0,137.0,8.8,46.1,13.2
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Gasoline,170.0,320.0,1798.0,182.1,73.0,54.4,108.3,11.3,3737.0,138.0,8.7,37.9,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Gasoline,170.0,320.0,1798.0,182.1,73.0,54.4,108.3,11.3,3814.0,132.0,8.9,37.9,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Gasoline,226.0,350.0,1984.0,182.1,73.0,54.4,108.3,11.3,3759.0,152.0,7.4,37.3,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Gasoline,226.0,350.0,1984.0,182.1,73.0,54.4,108.3,11.3,3825.0,146.0,7.6,37.9,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Gasoline,226.0,350.0,1984.0,182.1,73.0,54.4,108.3,11.3,3990.0,149.0,7.2,34.1,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Gasoline,272.0,400.0,2995.0,182.1,73.0,54.4,108.3,11.3,4244.0,155.0,6.3,30.2,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,150.0,320.0,1968.0,182.1,73.0,54.4,108.3,11.3,3814.0,130.0,10.2,50.0,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,177.0,380.0,1968.0,182.1,73.0,54.4,108.3,11.3,3814.0,138.0,8.8,48.0,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,177.0,380.0,1968.0,182.1,73.0,54.4,108.3,11.3,3957.0,137.0,8.5,43.6,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,150.0,320.0,1968.0,182.1,73.0,54.4,108.3,11.3,3935.0,130.0,10.2,50.0,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,190.0,400.0,1968.0,182.1,73.0,54.4,108.3,11.3,3935.0,145.0,8.2,49.0,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,190.0,400.0,1968.0,182.1,73.0,54.4,108.3,11.3,4012.0,140.0,8.3,50.0,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,190.0,400.0,1968.0,182.1,73.0,54.4,108.3,11.3,4079.0,144.0,7.9,46.1,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,177.0,380.0,1968.0,182.1,73.0,54.4,108.3,11.3,3869.0,137.0,8.3,47.0,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,245.0,500.0,2967.0,182.1,73.0,54.4,108.3,11.3,4354.0,155.0,6.3,39.9,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,204.0,400.0,2967.0,182.1,73.0,54.4,108.3,11.3,4045.0,143.0,7.6,45.2,16.6
AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,245.0,500.0,2967.0,182.1,73.0,54.4,108.3,11.3,4233.0,155.0,6.3,39.9,16.6
AUDI,AUDI Q5 Sportback (2020-Present),Large SUV,Mild Hybrid Diesel,163.0,370.0,1968.0,184.6,74.5,65.3,111.0,18.0,3869.0,132.0,9.0,42.0,17.2
AUDI,AUDI Q5 Sportback (2020-Present),Large SUV,Mild Hybrid Diesel,204.0,400.0,1968.0,184.6,74.5,65.3,111.0,18.0,4023.0,138.0,7.6,37.9,17.2
AUDI,AUDI Q5 Sportback (2020-Present),Large SUV,Mild Hybrid Diesel,286.0,620.0,2967.0,184.6,74.5,65.3,111.0,18.0,4310.0,149.0,5.7,29.4,18.5
AUDI,AUDI Q5 Sportback (2020-Present),Large SUV,Mild Hybrid,204.0,320.0,1984.0,184.6,74.5,65.3,111.0,18.0,3902.0,139.0,7.3,30.9,18.5
AUDI,AUDI Q5 Sportback (2020-Present),Large SUV,Mild Hybrid,265.0,370.0,1984.0,184.6,74.5,65.4,111.0,18.0,3913.0,149.0,6.1,28.3,18.5
AUDI,AUDI Q3 Sportback (2019-Present),Crossover,Diesel,150.0,340.0,1984.0,177.2,72.4,61.6,105.9,18.7,3605.0,129.0,9.3,42.8,15.3
AUDI,AUDI Q3 Sportback (2019-Present),Crossover,Diesel,150.0,340.0,1984.0,177.2,72.4,61.6,105.9,18.7,3483.0,127.0,9.3,48.0,15.3
AUDI,AUDI Q3 Sportback (2019-Present),Crossover,Diesel,190.0,400.0,1968.0,177.2,72.4,61.6,105.9,18.7,3737.0,135.0,8.3,42.8,15.9
BENTLEY,BENTLEY Bentayga (2020-Present),Luxury,Gasoline,550.0,770.0,3996.0,201.8,78.7,68.6,117.9,13.8,5326.0,180.0,4.5,17.7,22.5
BENTLEY,BENTLEY Bentayga Speed (2020-Present),Large SUV,Gasoline,635.0,900.0,5950.0,202.5,78.7,68.6,117.9,13.8,5529.0,190.0,3.9,16.4,22.5
BENTLEY,BENTLEY Continental GTC (2018-Present),Roadster & Convertible,Gasoline,635.0,900.0,5950.0,190.9,86.1,55.1,112.2,12.6,5322.0,207.0,3.8,17.3,23.8
BENTLEY,BENTLEY Mulsanne (2016-Present),Luxury,Gasoline,512.0,1020.0,6752.0,219.5,75.8,59.9,128.6,15.6,5977.0,184.0,5.3,13.0,25.4
BENTLEY,BENTLEY Mulsanne (2016-Present),Luxury,Gasoline,512.0,1020.0,6752.0,229.3,86.9,60.7,128.6,15.6,6019.0,184.0,5.5,15.7,25.4
BENTLEY,BENTLEY Mulsanne (2016-Present),Luxury,Gasoline,537.0,1100.0,6752.0,219.5,75.8,59.9,128.6,15.6,5977.0,190.0,4.9,13.0,25.4
BMW,2024 BMW X5,Large SUV,Mild Hybrid,530.0,750.0,4395.0,194.3,78.9,69.1,117.1,23.0,5170.0,155.0,4.3,18.8,21.9
BMW,2024 BMW X5,Large SUV,Mild Hybrid,380.0,520.0,2998.0,194.3,78.9,69.1,117.1,23.0,4773.0,155.0,5.4,23.8,21.9
BMW,2024 BMW X5,Large SUV,Mild Hybrid Diesel,286.0,650.0,2993.0,194.3,78.9,69.5,117.1,23.0,4894.0,145.0,6.1,28.7,21.1
BMW,2019 BMW X5,Large SUV,Diesel,400.0,760.0,2993.0,193.8,78.9,68.7,117.1,23.0,5181.0,155.0,5.2,32.7,21.1
BMW,2019 BMW X5,Large SUV,Diesel,400.0,760.0,2993.0,193.8,78.9,68.7,117.1,23.0,5181.0,155.0,5.2,34.6,21.1
BMW,2019 BMW X5,Large SUV,Diesel,265.0,620.0,2993.0,193.8,78.9,68.7,117.1,23.0,4817.0,143.0,6.5,39.2,21.1
BMW,2019 BMW X5,Large SUV,Diesel,265.0,620.0,2993.0,193.8,78.9,68.7,117.1,23.0,4817.0,143.0,6.5,35.1,21.1
BMW,2019 BMW X5,Large SUV,Mild Hybrid Diesel,286.0,650.0,2993.0,193.8,78.9,68.7,117.1,23.0,4828.0,146.0,6.1,41.3,21.1
BMW,2019 BMW X5,Large SUV,Mild Hybrid Diesel,340.0,700.0,2993.0,193.8,78.9,68.7,117.1,23.0,4850.0,152.0,5.5,39.9,21.1
BMW,2024 BMW X6,Premium SUV,Mild Hybrid,530.0,750.0,4395.0,195.3,78.9,66.7,117.1,20.5,5104.0,155.0,4.3,19.1,21.9
BMW,2024 BMW X6,Premium SUV,Mild Hybrid,380.0,520.0,2998.0,195.3,78.9,66.7,117.1,20.5,4773.0,155.0,5.4,24.5,21.9
BMW,2024 BMW X6,Premium SUV,Mild Hybrid Diesel,286.0,650.0,2993.0,195.3,78.9,66.7,117.1,20.5,4894.0,145.0,6.1,29.8,21.1
BMW,2020 BMW X6,Premium SUV,Gasoline,530.0,750.0,4395.0,194.3,78.9,66.8,117.1,20.5,5093.0,155.0,4.3,22.0,21.9
BMW,2020 BMW X6,Premium SUV,Gasoline,340.0,450.0,2998.0,194.3,78.9,66.8,117.1,20.5,5093.0,155.0,5.5,27.4,21.9
BMW,2020 BMW X6,Premium SUV,Diesel,400.0,760.0,2993.0,194.3,78.9,66.8,117.1,20.5,5148.0,155.0,5.2,32.7,21.9
BMW,2020 BMW X6,Premium SUV,Diesel,265.0,620.0,2993.0,194.3,78.9,66.8,117.1,20.5,4817.0,143.0,6.5,35.6,21.9
BMW,2020 BMW X6,Premium SUV,Hybrid Diesel,340.0,700.0,2993.0,194.3,78.9,66.8,117.1,20.5,4828.0,152.0,5.5,37.9,21.1
BMW,2024 BMW X6 M Competition,Premium SUV,Mild Hybrid,625.0,750.0,4395.0,194.8,79.5,66.7,117.0,20.5,5225.0,155.0,3.9,18.2,21.9
BMW,2020 BMW X6 M,Premium SUV,Gasoline,600.0,750.0,4395.0,194.5,79.5,66.6,117.0,20.5,5060.0,155.0,3.9,18.5,21.9
BMW,2020 BMW X6 M,Premium SUV,Gasoline,625.0,750.0,4395.0,194.5,79.5,66.6,117.0,20.5,5060.0,155.0,3.8,18.5,21.9
BMW,2024 BMW X5 M Competition,Premium SUV,Mild Hybrid,625.0,750.0,4395.0,194.8,79.3,69.4,117.0,23.0,5291.0,155.0,3.9,18.0,21.9
BMW,2020 BMW X5 M,Premium SUV,Gasoline,600.0,750.0,4395.0,194.4,79.3,68.8,117.0,23.0,5093.0,155.0,3.9,18.1,21.9
BMW,2020 BMW X5 M,Premium SUV,Gasoline,625.0,750.0,4395.0,194.4,79.3,68.8,117.0,23.0,5093.0,155.0,3.8,18.1,21.9
BMW,2024 BMW X2,Medium SUV,Mild Hybrid,156.0,240.0,1499.0,179.3,72.6,62.6,106.0,18.2,3627.0,132.0,8.3,36.2,11.9
BMW,2019,Medium SUV,Hybrid,125.0,220.0,1499.0,171.7,71.8,59.5,105.1,14.5,3979.0,121.0,6.8,123.8,9.5
BMW,BMW X7 (2022-Present),Large SUV,Mild Hybrid Diesel,340.0,700.0,2993.0,203.2,78.7,71.6,122.2,10.6,5490.0,151.0,6.1,30.9,21.1
BMW,BMW X7 (2022-Present),Large SUV,Mild Hybrid,380.0,520.0,2998.0,203.2,78.7,71.6,122.2,10.6,5324.0,155.0,5.8,22.4,21.9
BMW,BMW M8 Coupe (2022-Present),Premium Coupe,Gasoline,625.0,750.0,4395.0,192.0,75.1,53.6,111.3,14.8,4189.0,155.0,3.2,20.6,18.0
BMW,BMW 7 Series (2022-Present),Upper Premium,Mild Hybrid,380.0,520.0,2998.0,212.2,76.8,60.8,126.6,17.7,4608.0,155.0,5.4,30.2,19.5
BMW,BMW 7 Series (2022-Present),Upper Premium,Mild Hybrid Diesel,286.0,650.0,2993.0,212.2,76.8,60.8,126.6,17.7,4806.0,155.0,5.8,38.6,19.5
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Gasoline,156.0,250.0,1998.0,185.6,71.9,56.7,112.2,17.7,3472.0,135.0,8.8,31.4,15.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.7,3494.0,143.0,7.6,31.4,15.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Gasoline,245.0,400.0,1998.0,185.6,71.9,56.7,112.2,17.7,3527.0,155.0,6.1,30.9,15.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Gasoline,245.0,400.0,1998.0,185.6,71.9,56.7,112.2,17.7,3660.0,155.0,6.0,29.0,15.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,150.0,320.0,1995.0,185.6,71.9,56.7,112.2,17.7,3594.0,132.0,8.8,41.3,10.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,185.6,71.9,56.7,112.2,17.7,3605.0,142.0,7.2,41.3,10.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,185.6,71.9,56.7,112.2,17.7,3748.0,140.0,7.5,39.2,10.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,286.0,650.0,2993.0,185.6,71.9,56.7,112.2,17.7,3902.0,155.0,5.5,39.2,15.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,286.0,650.0,2993.0,185.6,71.9,56.7,112.2,17.7,4023.0,155.0,5.2,37.3,15.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,340.0,700.0,2993.0,185.6,71.9,56.7,112.2,17.7,4123.0,155.0,4.7,35.6,15.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Hybrid Gasoline,163.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.7,4023.0,137.0,7.9,123.8,10.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Hybrid Gasoline,163.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.7,4145.0,136.0,8.2,123.8,10.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Hybrid Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.7,4023.0,143.0,5.9,123.8,10.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Hybrid Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.7,4145.0,140.0,5.9,112.0,10.6
BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid,374.0,500.0,2998.0,185.6,71.9,56.7,112.2,17.7,3957.0,155.0,4.6,26.7,15.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Gasoline,156.0,250.0,1998.0,185.6,71.9,56.7,112.2,17.0,3307.0,139.0,8.6,32.7,15.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.0,3340.0,146.0,7.4,32.7,15.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.0,3483.0,143.0,7.7,30.9,15.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Gasoline,245.0,400.0,1998.0,185.6,71.9,56.7,112.2,17.0,3362.0,155.0,5.9,32.2,15.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Gasoline,245.0,400.0,1998.0,185.6,71.9,56.7,112.2,17.0,3516.0,155.0,5.7,30.2,15.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,150.0,320.0,1995.0,185.6,71.9,56.7,112.2,17.0,3428.0,135.0,8.3,42.8,10.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,185.6,71.9,56.7,112.2,17.0,3461.0,146.0,6.9,42.8,10.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,185.6,71.9,56.7,112.2,17.0,3594.0,142.0,7.2,40.6,10.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,286.0,650.0,2993.0,185.6,71.9,56.7,112.2,17.0,3770.0,155.0,5.3,40.6,15.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,286.0,650.0,2993.0,185.6,71.9,56.7,112.2,17.0,3880.0,155.0,5.0,39.2,15.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,340.0,700.0,2993.0,185.6,71.9,56.7,112.2,17.0,3968.0,155.0,4.6,36.8,15.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Hybrid Gasoline,163.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.0,3902.0,140.0,7.6,130.7,10.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Hybrid Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.0,3902.0,143.0,5.8,130.7,10.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Hybrid Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.0,4023.0,143.0,5.8,130.7,10.6
BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid,374.0,500.0,2998.0,185.6,71.9,56.7,112.2,17.0,3803.0,155.0,4.4,27.7,15.6
BMW,BMW X1 (2022-Present),Crossover,Gasoline,300.0,400.0,1998.0,177.4,72.6,63.9,106.0,19.1,3671.0,155.0,5.4,27.7,14.3
BMW,BMW X1 (2022-Present),Crossover,Gasoline,136.0,230.0,1499.0,177.2,72.6,64.6,106.0,19.1,3307.0,129.0,9.2,33.6,11.9
BMW,BMW X1 (2022-Present),Crossover,Diesel,150.0,360.0,1995.0,177.2,72.6,64.6,106.0,17.7,3472.0,130.0,8.9,42.8,11.9
BMW,BMW X1 (2022-Present),Crossover,Mild Hybrid,204.0,320.0,1998.0,177.2,72.6,64.6,106.0,17.7,3649.0,145.0,7.1,32.7,11.9
BMW,BMW X1 (2022-Present),Crossover,Mild Hybrid Diesel,197.0,400.0,1995.0,177.2,72.6,64.6,106.0,17.7,3726.0,140.0,7.4,44.4,11.9
BMW,BMW M8 Convertible (2022-Present),Roadster & Convertible,Gasoline,625.0,750.0,4395.0,191.6,75.1,53.3,111.3,12.4,4464.0,155.0,3.3,20.3,18.0
BMW,BMW X4 (2021-Present),Medium SUV,Mild Hybrid Diesel,340.0,700.0,2993.0,187.0,76.3,63.8,112.8,18.5,4619.0,155.0,4.9,32.2,18.0
BMW,BMW X4 (2021-Present),Medium SUV,Mild Hybrid Diesel,190.0,400.0,1995.0,187.0,75.5,63.8,112.8,18.5,4222.0,132.0,7.9,36.2,18.0
BMW,BMW X4 (2021-Present),Medium SUV,Mild Hybrid Diesel,286.0,650.0,2993.0,187.0,75.5,63.8,112.8,18.5,4431.0,152.0,5.7,33.6,18.0
BMW,BMW X4 (2021-Present),Medium SUV,Mild Hybrid,184.0,300.0,1998.0,187.0,75.5,63.8,112.8,18.5,4134.0,134.0,8.4,28.0,17.2
BMW,BMW X4 (2021-Present),Medium SUV,Mild Hybrid,245.0,350.0,1998.0,187.0,75.5,63.8,112.8,18.5,4134.0,146.0,6.6,27.7,17.2
BMW,BMW 2 Series Active Tourer (2021-Present),Small MPV,Gasoline,136.0,230.0,1499.0,172.7,71.8,62.0,105.1,16.6,3406.0,133.0,9.0,34.6,11.9
BMW,BMW 2 Series Active Tourer (2021-Present),Small MPV,Diesel,150.0,360.0,1995.0,172.7,71.8,62.0,105.1,16.6,3571.0,137.0,8.8,44.4,11.9
BMW,BMW 2 Series Active Tourer (2021-Present),Small MPV,Mild Hybrid,156.0,230.0,1499.0,172.7,71.8,62.0,105.1,16.6,3516.0,137.0,8.1,36.2,11.9
BMW,BMW 2 Series Active Tourer (2021-Present),Small MPV,Mild Hybrid,204.0,320.0,1998.0,172.7,71.8,62.0,105.1,16.6,3571.0,150.0,7.0,35.6,11.9
BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),Lower Premium,Gasoline,184.0,300.0,1998.0,188.3,72.9,56.8,112.4,16.6,3737.0,146.0,7.9,32.2,15.6
BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),Lower Premium,Gasoline,245.0,400.0,1998.0,188.3,72.9,56.8,112.4,16.6,3792.0,155.0,6.2,30.9,15.6
BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),Lower Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,188.3,72.9,56.8,112.4,16.6,3924.0,146.0,7.3,43.6,15.6
BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),Lower Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,188.3,72.9,56.8,112.4,16.6,4045.0,145.0,7.6,41.3,15.6
BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),Lower Premium,Mild Hybrid,374.0,500.0,2998.0,188.3,72.9,56.8,112.4,16.6,4189.0,155.0,4.7,27.7,15.6
BMW,BMW 2 Series Coupe (G42) (2021-Present),Coupe,Gasoline,184.0,300.0,1998.0,178.6,72.4,54.7,107.9,13.8,3450.0,147.0,7.5,34.6,13.7
BMW,BMW 2 Series Coupe (G42) (2021-Present),Coupe,Diesel,190.0,400.0,1995.0,178.6,72.4,54.7,107.9,13.8,3649.0,147.0,6.9,46.1,13.5
BMW,BMW X3 (2021-Present),Medium SUV,Mild Hybrid Diesel,340.0,700.0,2993.0,185.6,74.7,66.0,112.8,19.4,4586.0,155.0,4.9,32.2,18.0
BMW,BMW X3 (2021-Present),Medium SUV,Mild Hybrid Diesel,190.0,400.0,1995.0,185.4,74.4,66.0,112.8,19.4,4222.0,132.0,7.9,36.2,18.0
BMW,BMW X3 (2021-Present),Medium SUV,Mild Hybrid Diesel,286.0,650.0,2993.0,185.4,74.4,66.0,112.8,19.4,4431.0,152.0,5.7,33.6,18.0
BMW,BMW X3 (2021-Present),Medium SUV,Mild Hybrid,360.0,500.0,2998.0,185.6,74.7,66.0,112.8,19.4,4376.0,155.0,4.9,25.0,17.2
BMW,BMW X3 (2021-Present),Medium SUV,Mild Hybrid,184.0,300.0,1998.0,185.4,74.4,66.0,112.8,19.4,4134.0,134.0,8.4,28.0,16.4
BMW,BMW X3 (2021-Present),Medium SUV,Mild Hybrid,245.0,350.0,1998.0,185.4,74.4,66.0,112.8,19.4,4156.0,146.0,6.6,27.7,17.2
BMW,BMW X3 (2021-Present),Medium SUV,Hybrid Gasoline,184.0,300.0,1998.0,185.4,74.4,66.0,112.8,15.9,4553.0,130.0,6.1,90.5,13.2
BMW,BMW 4 Series Coupe (G22) (2020-Present),Coupe,Gasoline,184.0,300.0,1998.0,187.7,72.9,54.4,112.2,15.5,3527.0,149.0,7.5,40.6,15.6
BMW,BMW 4 Series Coupe (G22) (2020-Present),Coupe,Gasoline,258.0,400.0,1998.0,187.7,72.9,54.4,112.2,15.5,3571.0,155.0,5.8,38.6,15.6
BMW,BMW 4 Series Coupe (G22) (2020-Present),Coupe,Mild Hybrid Diesel,190.0,400.0,1995.0,187.7,72.9,54.4,112.2,15.5,3704.0,149.0,7.1,56.0,15.6
BMW,BMW 4 Series Coupe (G22) (2020-Present),Coupe,Mild Hybrid Diesel,190.0,400.0,1995.0,187.7,72.9,54.4,112.2,15.5,3847.0,148.0,7.4,51.1,15.6
BMW,BMW 4 Series Coupe (G22) (2020-Present),Coupe,Mild Hybrid,374.0,500.0,2998.0,187.7,72.9,54.4,112.2,15.5,4001.0,155.0,4.5,33.1,15.6
BMW,BMW M5 Competition (F90 LCI) (2020-Present),Medium Premium,Gasoline,625.0,750.0,4395.0,196.2,74.9,57.8,117.4,18.7,4343.0,155.0,3.3,22.2,18.0
BMW,2023 BMW M4 CSL,Coupe,Gasoline,550.0,650.0,2993.0,188.7,75.6,54.6,112.5,15.5,3748.0,191.0,3.7,23.3,15.6
BMW,BMW M4 Coupe (G82) (2020-Present),Coupe,Gasoline,480.0,550.0,2993.0,188.7,74.3,54.8,112.5,15.5,3913.0,155.0,4.2,21.8,15.6
BMW,BMW M4 Coupe (G82) (2020-Present),Coupe,Gasoline,510.0,650.0,2993.0,188.7,74.3,54.8,112.5,15.5,3968.0,155.0,3.9,23.1,15.6
BMW,BMW 4-Series Convertible (G23) (2020-Present),Coupe Cabrio,Gasoline,184.0,300.0,1998.0,187.7,72.9,54.5,112.2,13.6,3891.0,147.0,8.2,38.6,15.6
BMW,BMW 4-Series Convertible (G23) (2020-Present),Coupe Cabrio,Gasoline,258.0,400.0,1998.0,187.7,72.9,54.5,112.2,13.6,3946.0,155.0,6.2,36.8,15.6
BMW,BMW 4-Series Convertible (G23) (2020-Present),Coupe Cabrio,Mild Hybrid Diesel,190.0,400.0,1995.0,187.7,72.9,54.5,112.2,13.6,4079.0,147.0,7.6,52.3,15.6
BMW,BMW 4-Series Convertible (G23) (2020-Present),Coupe Cabrio,Mild Hybrid,374.0,500.0,2998.0,187.8,72.9,54.9,112.2,13.6,4332.0,155.0,4.9,31.8,15.6
BMW,2021 BMW 5 Series,Luxury,Gasoline,530.0,750.0,4395.0,195.4,73.5,58.9,117.1,18.7,4387.0,155.0,3.8,23.5,18.0
BMW,2021 BMW 5 Series,Luxury,Hybrid,184.0,300.0,1998.0,195.4,73.5,58.9,117.1,18.7,4211.0,146.0,5.9,130.7,12.2
BMW,2021 BMW 5 Series,Luxury,Hybrid,184.0,300.0,1998.0,195.4,73.5,58.9,117.1,18.7,4343.0,143.0,5.9,130.7,12.2
BMW,2021 BMW 5 Series,Luxury,Mild Hybrid Diesel,190.0,400.0,1995.0,195.4,73.5,58.9,117.1,18.7,3858.0,146.0,7.2,54.7,17.4
BMW,2021 BMW 5 Series,Luxury,Mild Hybrid Diesel,190.0,400.0,1995.0,195.4,73.5,58.9,117.1,18.7,3990.0,144.0,7.2,52.3,17.4
BMW,2021 BMW 5 Series,Luxury,Mild Hybrid Diesel,286.0,650.0,2993.0,195.4,73.5,58.9,117.1,18.7,4045.0,155.0,5.6,51.1,17.4
BMW,2021 BMW 5 Series,Luxury,Mild Hybrid Diesel,286.0,650.0,2993.0,195.4,73.5,58.9,117.1,18.7,4178.0,155.0,5.4,47.0,17.4
BMW,2021 BMW 5 Series,Luxury,Mild Hybrid Diesel,340.0,700.0,2993.0,195.4,73.5,58.9,117.1,18.7,4244.0,155.0,4.6,46.1,17.4
BMW,2021 BMW 5 Series,Luxury,Mild Hybrid,184.0,290.0,1998.0,195.4,73.5,58.9,117.1,18.7,3715.0,146.0,7.9,42.8,18.0
BMW,2021 BMW 5 Series,Luxury,Mild Hybrid,252.0,350.0,1998.0,195.4,73.5,58.9,117.1,18.7,3748.0,155.0,6.4,42.8,18.0
BMW,2021 BMW 5 Series,Luxury,Mild Hybrid,252.0,350.0,1998.0,195.4,73.5,58.9,117.1,18.7,3869.0,155.0,6.3,38.6,18.0
