ID,Company,Model,Segment,Fuel,Power(HP),Torque(Nm),Displacement,Length,Width,Height,Wheelbase,Cargo Volume,Unladen Weight,Top Speed,Acceleration 0-62 Mph (0-100 kph),Combined mpg,Fuel capacity,Partition
128,TOYOTA,TOYOTA Corolla (2018-Present),Compact,Hybrid,180.0,202.0,1987.0,169.9,69.9,57.1,103.9,12.7,2954.0,112.0,7.9,63.6,11.4,Antrenament
129,PEUGEOT,PEUGEOT 308 GTi (2017-Present),Compact,Gasoline,263.0,340.0,1598.0,167.4,71.0,58.0,103.1,14.1,3064.0,155.0,6.0,36.2,14.0,Antrenament
130,AUDI,AUDI A3 Cabriolet (2016-Present),Compact,Diesel,184.0,380.0,1968.0,174.1,70.6,55.5,102.2,11.3,3682.0,147.0,7.6,45.2,13.2,Antrenament
131,MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Diesel,150.0,320.0,1950.0,179.1,70.7,56.9,107.4,14.8,3318.0,141.0,8.4,48.0,11.4,Antrenament
132,VOLKSWAGEN,VOLKSWAGEN Golf Variant (2020-Present),Compact,Mild Hybrid,150.0,250.0,1498.0,182.4,70.4,59.0,105.1,21.6,2976.0,139.0,8.7,41.3,13.2,Antrenament
133,KIA,KIA cee'd (2015-Present),Compact,Gasoline,120.0,171.0,998.0,169.7,70.1,57.9,104.3,13.4,2599.0,118.0,11.1,48.0,14.0,Antrenament
134,OPEL,OPEL Astra GTC (2011-Present),Compact,Gasoline,140.0,220.0,1398.0,175.8,72.4,58.3,106.1,13.1,3168.0,125.0,9.9,36.2,14.8,Antrenament
135,SKODA,SKODA Rapid (2012-Present),Compact,Diesel,105.0,249.0,1598.0,176.5,67.2,57.5,102.4,19.4,2765.0,118.0,10.6,60.3,14.5,Antrenament
136,BMW,BMW 1 Series 3 doors (F20) LCI (2017-Present),Compact,Diesel,116.0,270.0,1496.0,170.4,69.5,55.9,105.9,12.7,3075.0,121.0,10.4,69.2,13.7,Antrenament
137,VOLKSWAGEN,VOLKSWAGEN Golf Sportsvan (2017-Present),Compact,Gasoline,130.0,200.0,1498.0,171.3,71.1,63.5,105.1,17.7,3109.0,126.0,12.5,45.2,13.2,Antrenament
138,SEAT,SEAT Leon SC 3-doors (2017-Present),Compact,Gasoline,86.0,160.0,1197.0,167.2,71.3,56.9,81.1,13.4,2575.0,111.0,12.2,46.1,13.2,Antrenament
139,FORD,FORD Focus ST (2021-Present),Compact,Gasoline,280.0,420.0,2261.0,173.0,72.8,57.2,106.3,12.6,3371.0,155.0,5.7,30.2,13.7,Antrenament
140,SEAT,SEAT Leon Cupra (2013-Present),Compact,Gasoline,265.0,350.0,1984.0,166.8,71.3,56.0,102.2,13.4,3031.0,155.0,5.9,35.6,13.2,Antrenament
141,OPEL,2022 Opel Astra Sport Tourer,Compact,Diesel,130.0,300.0,1498.0,182.8,73.2,58.3,107.6,21.1,3104.0,129.0,11.0,51.1,13.7,Antrenament
142,MERCEDES BENZ,MERCEDES BENZ C-Class All-Terrain (2021-Present),Compact,Diesel,200.0,440.0,1993.0,187.2,71.7,58.8,112.8,17.3,4134.0,144.0,7.8,42.0,10.6,Antrenament
143,VOLKSWAGEN,VOLKSWAGEN Scirocco (2014-Present),Compact,Gasoline,181.0,281.0,1984.0,167.6,71.3,55.4,101.5,11.0,3058.0,140.0,7.4,36.8,14.5,Antrenament
144,MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Diesel,190.0,400.0,1950.0,184.6,78.7,56.8,107.4,17.8,3450.0,146.0,7.1,49.0,13.5,Antrenament
145,MITSUBISHI,MITSUBISHI Lancer Sportback (2008-Present),Compact,Gasoline,140.0,176.0,1798.0,180.5,69.3,59.6,103.7,10.2,2998.0,122.0,10.4,33.1,15.6,Antrenament
146,OPEL,2022 Opel Astra Sport Tourer,Compact,Gasoline,110.0,205.0,1199.0,182.8,73.2,56.8,107.6,21.1,2868.0,124.0,10.8,42.0,13.7,Antrenament
147,MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Diesel,150.0,320.0,1950.0,179.1,70.7,56.9,107.4,14.8,3097.0,141.0,8.7,51.1,11.4,Antrenament
148,ALFA ROMEO,ALFA ROMEO Giulietta (2016-Present),Compact,Diesel,120.0,320.0,1598.0,171.3,70.8,57.7,103.7,12.4,3075.0,121.0,10.2,60.3,15.9,Antrenament
149,BMW,BMW 2 Series Gran Tourer (F46) (2018-Present),Compact,Diesel,150.0,350.0,1995.0,179.8,70.9,63.3,109.4,22.8,3560.0,127.0,9.4,50.0,13.5,Antrenament
150,KIA,2019 Kia ProCeed,Compact,Gasoline,140.0,242.0,1353.0,181.3,70.9,56.0,104.3,21.0,3097.0,127.0,9.4,40.6,13.2,Antrenament
151,VOLKSWAGEN,VOLKSWAGEN Golf Variant (2020-Present),Compact,Mild Hybrid,110.0,200.0,999.0,182.4,70.4,59.0,105.1,21.6,2844.0,126.0,10.6,44.4,11.9,Antrenament
152,OPEL,2022 Opel Astra Sport Tourer,Compact,Gasoline,130.0,230.0,1199.0,182.8,73.2,58.3,107.6,21.1,2967.0,130.0,9.9,41.3,13.7,Antrenament
153,CHEVROLET,CHEVROLET Cruze Wagon (2012-Present),Compact,Diesel,163.0,361.0,1998.0,184.1,70.7,58.4,105.7,17.7,3393.0,123.0,10.1,38.0,15.9,Antrenament
154,BMW,BMW 2 Series Gran Tourer (F46) (2018-Present),Compact,Gasoline,192.0,280.0,1998.0,179.8,70.9,63.3,109.4,22.8,3439.0,138.0,7.6,38.6,13.5,Antrenament
155,PROTON,PROTON Preve (2011-Present),Compact,Gasoline,109.0,150.0,1597.0,178.9,70.3,60.0,104.3,17.9,2877.0,112.0,12.0,32.7,13.2,Antrenament
156,AUDI,AUDI A3 Sedan (2020-Present),Compact,Mild Hybrid,150.0,250.0,1498.0,177.0,71.5,56.1,103.8,15.0,2910.0,144.0,8.4,42.8,13.2,Antrenament
157,OPEL,2020 Opel Corsa,Compact,Gasoline,130.0,230.0,1199.0,159.8,77.2,56.5,99.9,10.9,2553.0,129.0,8.3,52.3,10.8,Antrenament
158,SKODA,SKODA Rapid (2012-Present),Compact,Gasoline,122.0,201.0,1390.0,176.5,67.2,57.5,102.4,19.4,2725.0,128.0,9.5,42.8,14.5,Antrenament
159,MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Diesel,116.0,260.0,1461.0,184.6,78.7,56.8,107.4,17.8,3142.0,126.0,11.2,58.8,11.4,Antrenament
160,KIA,2019 Kia ProCeed,Compact,Diesel,136.0,280.0,1598.0,181.3,70.9,56.0,104.3,21.0,3170.0,124.0,10.3,53.5,13.2,Antrenament
161,AUDI,AUDI A3 Cabriolet (2016-Present),Compact,Gasoline,150.0,250.0,1395.0,174.1,70.6,55.5,102.2,11.3,3241.0,138.0,8.9,45.2,13.2,Antrenament
162,VOLKSWAGEN,VOLKSWAGEN Scirocco (2014-Present),Compact,Gasoline,220.0,35.0,1984.0,167.6,71.3,55.4,101.5,11.0,3018.0,153.0,6.5,39.2,14.5,Antrenament
163,MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Gasoline,224.0,350.0,1991.0,179.1,70.7,56.9,107.4,14.8,3197.0,155.0,6.3,30.2,13.5,Antrenament
164,VOLKSWAGEN,2022 Volkswagen Polo GTI,Compact,Gasoline,207.0,320.0,1984.0,160.4,68.9,56.3,100.4,12.4,2835.0,149.0,6.5,34.6,10.6,Antrenament
165,OPEL,OPEL Astra Sport Sedan (2012-Present),Compact,Diesel,131.0,300.0,1676.0,183.4,71.4,59.1,105.7,16.2,3097.0,126.0,10.8,53.5,14.8,Antrenament
166,FIAT,FIAT Panda (2011-Present),Compact,Gasoline,69.0,102.0,1242.0,143.8,64.7,61.1,90.6,7.9,2072.0,102.0,14.2,45.0,9.8,Antrenament
167,KIA,2012 Kia cee'd,Compact,Diesel,90.0,220.0,1396.0,169.7,70.1,57.9,104.3,13.4,3009.0,106.0,13.5,54.7,14.0,Antrenament
168,VOLKSWAGEN,VOLKSWAGEN Golf Sportsvan (2017-Present),Compact,Gasoline,110.0,200.0,999.0,171.3,71.1,63.5,105.1,17.7,2998.0,119.0,12.5,46.1,13.2,Antrenament
169,KIA,KIA cee'd (2015-Present),Compact,Gasoline,135.0,164.0,1591.0,169.7,70.1,57.9,104.3,13.4,2582.0,118.0,10.2,43.6,14.0,Antrenament
170,SKODA,SKODA Superb (2019-Present),Compact,Gasoline,150.0,250.0,1498.0,191.7,73.4,57.8,111.9,22.1,3256.0,132.0,9.3,39.2,17.4,Antrenament
171,OPEL,OPEL Astra Sport Sedan (2012-Present),Compact,Gasoline,179.0,230.0,1598.0,183.4,71.4,59.1,105.7,16.2,3097.0,132.0,9.2,32.2,14.8,Antrenament
172,RENAULT,RENAULT Megane Coupe - Cabrio (2014-Present),Compact,Diesel,110.0,240.0,1461.0,176.6,71.3,56.5,102.7,19.8,3505.0,118.0,12.4,52.3,15.9,Antrenament
173,AUDI,AUDI A3 Sedan (2020-Present),Compact,Gasoline,150.0,250.0,1498.0,177.0,71.5,56.1,103.8,15.0,2833.0,144.0,8.4,47.0,13.2,Antrenament
174,MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Gasoline,163.0,250.0,1332.0,184.6,78.7,56.8,107.4,17.8,3020.0,140.0,8.7,42.8,11.4,Antrenament
175,SKODA,SKODA Rapid Spaceback (2013-Present),Compact,Gasoline,86.0,160.0,1197.0,169.4,67.2,57.4,102.4,14.7,2535.0,112.0,11.7,46.1,14.5,Antrenament
176,CHEVROLET,CHEVROLET Cruze HB5 (2011-Present),Compact,Gasoline,124.0,155.0,1598.0,177.7,70.7,58.1,105.7,14.6,2877.0,118.0,12.0,36.0,15.9,Antrenament
177,VOLKSWAGEN,VOLKSWAGEN Golf Variant (2020-Present),Compact,Gasoline,150.0,250.0,1498.0,182.4,70.4,59.0,105.1,21.6,2903.0,139.0,8.7,41.3,13.2,Antrenament
178,BMW,BMW 2 Series Gran Tourer (F46) (2018-Present),Compact,Gasoline,140.0,220.0,1499.0,179.8,70.9,63.3,109.4,22.8,3340.0,127.0,9.8,39.2,13.5,Antrenament
179,VOLKSWAGEN,VOLKSWAGEN Scirocco (2014-Present),Compact,Diesel,184.0,380.0,1968.0,167.6,71.3,55.4,101.5,11.0,3126.0,142.0,7.5,49.0,14.5,Antrenament
180,BMW,BMW 1 Series (F40) (2019-Present),Compact,Gasoline,265.0,400.0,1998.0,170.0,70.8,56.5,105.1,13.4,3351.0,155.0,6.1,36.8,13.2,Antrenament
181,MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Diesel,190.0,400.0,1950.0,179.1,70.7,56.9,107.4,14.8,3351.0,149.0,6.9,42.8,13.5,Antrenament
182,OPEL,2022 Opel Astra Sport Tourer,Compact,Gasoline,130.0,230.0,1199.0,182.8,73.2,58.3,107.6,21.1,2908.0,130.0,10.0,42.0,13.7,Antrenament
183,MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Gasoline,163.0,250.0,1332.0,184.6,78.7,56.8,107.4,17.8,3020.0,140.0,8.4,43.6,11.4,Antrenament
184,QOROS,QOROS 3 Hatchbach (2014-Present),Compact,Gasoline,126.0,155.0,1598.0,174.7,72.4,56.9,105.9,14.2,2910.0,120.0,11.6,37.3,14.5,Antrenament
185,RENAULT,RENAULT Captur (2019-Present),Compact,Diesel,115.0,260.0,1461.0,166.4,70.7,62.0,103.9,18.9,2926.0,116.0,11.0,51.1,12.2,Antrenament
186,CITROEN,2013 Citroen C-Elysee,Compact,Diesel,92.0,230.0,1560.0,174.4,69.7,57.9,104.4,17.9,2568.0,112.0,11.2,54.7,13.2,Antrenament
187,KIA,2012 Kia cee'd Sportswagon,Compact,Gasoline,135.0,165.0,1591.0,177.4,70.1,58.5,104.3,18.6,2901.0,119.0,10.2,36.2,14.0,Antrenament
188,MAZDA,2019 Mazda 3/Axela Hatchback,Compact,Gasoline,122.0,213.0,1998.0,175.6,70.7,56.7,107.3,13.6,2809.0,122.0,10.4,46.1,13.2,Antrenament
189,OPEL,OPEL Astra Sport Sedan (2012-Present),Compact,Diesel,110.0,281.0,1676.0,183.4,71.4,59.1,105.7,16.2,3097.0,117.0,12.4,51.1,14.8,Antrenament
190,FIAT,Fiat 500C Abarth,Compact,Gasoline,135.0,206.0,1368.0,139.6,64.1,58.3,90.6,6.4,2535.0,127.0,7.9,36.2,9.2,Antrenament
191,CITROEN,CITROEN C3 (2019-Present),Compact,Gasoline,110.0,205.0,1199.0,157.4,68.9,57.9,100.0,10.6,2403.0,117.0,9.4,35.1,11.9,Antrenament
192,SKODA,SKODA Rapid (2012-Present),Compact,Diesel,105.0,249.0,1598.0,176.5,67.2,57.5,102.4,19.4,2765.0,118.0,10.6,53.5,14.5,Antrenament
193,VOLKSWAGEN,VOLKSWAGEN Scirocco (2014-Present),Compact,Gasoline,125.0,201.0,1395.0,167.6,71.3,55.4,101.5,11.0,2822.0,126.0,9.3,43.6,14.5,Antrenament
194,VOLKSWAGEN,VOLKSWAGEN Scirocco (2014-Present),Compact,Diesel,184.0,380.0,1968.0,167.6,71.3,55.4,101.5,11.0,3075.0,143.0,7.5,53.5,14.5,Antrenament
195,AUDI,AUDI S6 Sedan (2019-Present),Compact,Diesel,349.0,700.0,2967.0,195.0,83.1,56.9,115.3,18.4,4310.0,155.0,5.0,37.3,16.6,Antrenament
196,RENAULT,RENAULT Captur (2019-Present),Compact,Gasoline,140.0,260.0,1333.0,166.4,70.7,62.0,103.9,18.9,2945.0,122.0,10.3,41.3,12.7,Antrenament
197,SKODA,SKODA Rapid (2012-Present),Compact,Gasoline,122.0,201.0,1390.0,176.5,67.2,57.5,102.4,19.4,2725.0,127.0,9.5,40.6,14.5,Antrenament
198,BMW,BMW 1 Series 3 doors (F20) LCI (2017-Present),Compact,Gasoline,184.0,290.0,1998.0,170.4,69.5,55.9,105.9,12.7,3175.0,143.0,7.1,41.3,13.7,Antrenament
199,DS AUTOMOBILES,DS AUTOMOBILES DS 4 (2021-Present),Compact,Gasoline,225.0,300.0,1598.0,173.2,73.5,58.7,105.3,15.2,3131.0,146.0,7.9,35.6,13.7,Antrenament
200,MERCEDES BENZ,MERCEDES BENZ C-Class All-Terrain (2021-Present),Compact,Gasoline,204.0,300.0,1496.0,187.2,71.7,58.8,112.8,17.3,3792.0,144.0,7.5,30.9,13.2,Antrenament
201,OPEL,OPEL Astra GTC (2011-Present),Compact,Gasoline,120.0,220.0,1398.0,175.8,72.4,58.3,106.1,13.1,3168.0,119.0,10.4,36.2,14.8,Antrenament
202,BMW,BMW 1 Series 3 doors (F20) LCI (2017-Present),Compact,Gasoline,224.0,310.0,1998.0,170.4,69.5,55.9,105.9,12.7,3252.0,151.0,6.1,41.3,13.7,Antrenament
203,KIA,KIA cee'd (2015-Present),Compact,Diesel,136.0,280.0,1582.0,169.7,70.1,57.9,104.3,13.4,2787.0,122.0,9.8,65.3,14.0,Antrenament
204,Mercedes-AMG,Mercedes-AMG C43 AMG Estate (2022-Present),Compact,Gasoline,408.0,500.0,1991.0,188.6,71.8,57.7,112.8,17.3,3990.0,155.0,4.7,25.6,13.2,Antrenament
205,DACIA,DACIA Logan MCV Stepway (2017-Present),Compact,Diesel,90.0,220.0,1461.0,178.3,69.4,62.6,103.7,20.2,2879.0,106.0,12.2,60.3,13.2,Antrenament
206,BMW,BMW 1 Series (F40) (2019-Present),Compact,Diesel,150.0,350.0,1995.0,170.0,70.8,56.5,105.1,13.4,3318.0,134.0,8.4,57.4,13.2,Antrenament
207,KIA,KIA cee'd (2015-Present),Compact,Diesel,136.0,280.0,1582.0,169.7,70.1,57.9,104.3,13.4,2846.0,124.0,10.6,60.3,14.0,Antrenament
208,GENESIS,GENESIS G70 Shooting Brake (2021-Present),Compact,Gasoline,245.0,353.0,1998.0,184.4,72.8,55.1,111.6,14.2,3785.0,146.0,6.4,25.3,15.9,Antrenament
209,SEAT,SEAT Leon Cupra (2013-Present),Compact,Gasoline,280.0,350.0,1984.0,166.8,71.3,56.0,102.2,13.4,3075.0,155.0,5.7,35.6,13.2,Antrenament
210,DACIA,DACIA Logan MCV Stepway (2017-Present),Compact,Gasoline,90.0,140.0,898.0,178.3,69.4,62.6,103.7,20.2,2732.0,106.0,11.1,46.1,13.2,Antrenament
211,OPEL,OPEL Astra Sport Sedan (2012-Present),Compact,Diesel,95.0,180.0,1248.0,183.4,71.4,59.1,105.7,16.2,3097.0,112.0,14.6,57.4,14.8,Antrenament
212,AUDI,AUDI RS4 Avant (B9) (2019-Present),Compact,Gasoline,450.0,600.0,2894.0,188.3,73.5,56.6,111.3,17.5,4012.0,155.0,4.1,25.6,15.3,Antrenament
213,CITROEN,CITROEN DS5 (2011-Present),Compact,Diesel,114.0,270.0,1560.0,178.3,73.7,59.2,107.4,16.4,3296.0,119.0,12.0,64.2,15.9,Antrenament
214,SKODA,SKODA Rapid Spaceback (2013-Present),Compact,Diesel,105.0,230.0,1598.0,169.4,67.2,57.4,102.4,14.7,2778.0,118.0,10.3,53.5,14.5,Antrenament
215,AUDI,AUDI A3 Sportback (2020-Present),Compact,Diesel,116.0,300.0,1968.0,170.9,71.7,56.3,103.9,13.4,2965.0,128.0,10.1,65.3,11.9,Antrenament
216,VOLKSWAGEN,VOLKSWAGEN Golf Variant (2020-Present),Compact,Diesel,150.0,360.0,1968.0,182.4,70.4,59.0,105.1,21.6,3186.0,139.0,8.7,50.0,13.2,Antrenament
217,DS AUTOMOBILES,DS AUTOMOBILES DS 4 (2021-Present),Compact,Diesel,130.0,300.0,1499.0,173.2,73.5,58.7,105.3,15.2,3117.0,126.0,10.9,49.0,14.0,Antrenament
218,KIA,2012 Kia cee'd,Compact,Gasoline,101.0,137.0,1396.0,169.7,70.1,57.9,104.3,13.4,2773.0,113.0,12.8,40.6,14.0,Antrenament
219,FIAT,FIAT Panda (2011-Present),Compact,Diesel,75.0,190.0,1248.0,143.8,64.7,61.1,90.6,7.9,2282.0,104.0,12.8,60.0,9.8,Antrenament
220,KIA,KIA cee'd (2015-Present),Compact,Gasoline,100.0,171.0,998.0,169.7,70.1,57.9,104.3,13.4,2599.0,115.0,12.8,50.0,14.0,Antrenament
221,RENAULT,RENAULT Captur (2019-Present),Compact,Diesel,115.0,260.0,1461.0,166.4,70.7,62.0,103.9,18.9,2873.0,116.0,11.9,50.0,12.2,Antrenament
222,SKODA,SKODA Fabia Combi (2018-Present),Compact,Gasoline,110.0,200.0,999.0,195.4,68.2,57.8,97.2,18.7,2540.0,122.0,9.7,51.1,11.9,Antrenament
223,VOLKSWAGEN,VOLKSWAGEN Scirocco (2014-Present),Compact,Diesel,150.0,340.0,1968.0,167.6,71.3,55.4,101.5,11.0,3031.0,134.0,8.6,56.0,14.5,Antrenament
224,HYUNDAI,HYUNDAI Ioniq (2019-Present),Compact,Hybrid,105.0,147.0,1580.0,176.0,71.7,57.1,106.3,16.1,3000.0,115.0,10.8,69.2,11.4,Antrenament
225,CITROEN,CITROEN C3 (2019-Present),Compact,Gasoline,83.0,118.0,1199.0,157.3,68.9,57.9,100.0,10.6,2227.0,105.0,13.3,38.6,11.9,Antrenament
226,OPEL,OPEL Astra GTC (2011-Present),Compact,Diesel,165.0,350.0,1956.0,175.8,72.4,58.3,106.1,13.1,3417.0,130.0,8.9,49.0,14.8,Antrenament
227,DACIA,DACIA Logan MCV Stepway (2017-Present),Compact,Diesel,95.0,220.0,1461.0,178.3,69.4,62.6,103.7,20.2,2910.0,111.0,12.6,60.3,13.2,Antrenament
228,BMW,BMW 1 Series 3 doors (F20) LCI (2017-Present),Compact,Diesel,116.0,270.0,1496.0,170.4,69.5,55.9,105.9,12.7,3142.0,124.0,10.3,65.3,13.7,Antrenament
229,SUZUKI,SUZUKI Swift Sport (2017-Present),Compact,Hybrid,129.0,235.0,1373.0,153.1,68.3,58.9,96.5,9.4,2260.0,130.0,9.1,41.3,9.8,Antrenament
230,CITROEN,CITROEN DS5 (2011-Present),Compact,Gasoline,200.0,275.0,1598.0,178.3,73.7,59.2,107.4,16.4,3318.0,146.0,8.5,35.1,15.9,Antrenament
231,FORD,FORD Fusion (2018-Present),Compact,Hybrid,188.0,175.0,1999.0,191.8,83.5,58.1,112.2,12.0,3668.0,112.0,9.5,42.0,14.0,Antrenament
232,MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Gasoline,224.0,350.0,1991.0,184.6,78.7,56.8,107.4,17.8,3175.0,155.0,6.4,37.9,11.4,Antrenament
233,BMW,BMW 1 Series (F40) (2019-Present),Compact,Diesel,190.0,400.0,1995.0,170.0,70.8,56.5,105.1,13.4,3505.0,143.0,7.0,50.0,13.2,Antrenament
234,SKODA,SKODA Rapid (2012-Present),Compact,Gasoline,86.0,160.0,1197.0,176.5,67.2,57.5,102.4,19.4,2560.0,114.0,11.8,46.1,14.5,Antrenament
235,MERCEDES BENZ,2019 Mercedes-Benz CLA Shooting Brake,Compact,Diesel,190.0,400.0,1950.0,184.6,78.7,56.8,107.4,17.8,3329.0,147.0,7.2,53.5,13.5,Antrenament
236,DACIA,DACIA Logan MCV Stepway (2017-Present),Compact,Gasoline,90.0,140.0,898.0,178.3,69.4,62.6,103.7,20.2,2721.0,106.0,11.1,46.1,13.2,Antrenament
237,NISSAN,NISSAN Pulsar (2014-Present),Compact,Gasoline,190.0,240.0,1618.0,172.7,69.6,59.8,106.3,13.6,2881.0,135.0,7.7,39.9,12.2,Antrenament
238,SEAT,2015 Seat Leon ST Cupra,Compact,Gasoline,280.0,350.0,1984.0,178.5,71.5,57.1,103.8,20.7,3232.0,155.0,6.0,34.6,13.2,Antrenament
239,CITROEN,CITROEN DS5 (2011-Present),Compact,Diesel,163.0,340.0,1997.0,178.3,73.7,59.2,107.4,16.4,3554.0,134.0,8.5,49.0,15.9,Antrenament
240,AUDI,AUDI A3 Sedan (2020-Present),Compact,Mild Hybrid,110.0,200.0,999.0,177.0,71.5,56.1,103.8,15.0,2833.0,130.0,10.6,48.0,11.9,Antrenament
241,SEAT,SEAT Leon Cupra (2013-Present),Compact,Gasoline,280.0,350.0,1984.0,166.8,71.3,56.0,102.2,13.4,3133.0,155.0,5.7,36.8,13.2,Antrenament
242,KIA,2012 Kia cee'd,Compact,Diesel,128.0,260.0,1582.0,169.7,70.1,57.9,104.3,13.4,3053.0,116.0,11.7,42.8,14.0,Antrenament
243,MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Gasoline,163.0,249.0,1332.0,179.1,70.7,56.9,107.4,14.8,2844.0,143.0,8.3,41.3,11.4,Antrenament
244,VOLKSWAGEN,VOLKSWAGEN Golf Variant (2020-Present),Compact,Diesel,115.0,300.0,1968.0,182.4,70.4,59.0,105.1,21.6,3025.0,126.0,10.5,51.1,13.2,Antrenament
245,SEAT,SEAT Leon Cupra (2013-Present),Compact,Gasoline,280.0,350.0,1984.0,166.8,71.3,56.0,102.2,13.4,3031.0,155.0,5.8,35.6,13.2,Antrenament
246,OPEL,OPEL Corsa 3 Doors (2014-Present),Compact,Diesel,75.0,190.0,1248.0,158.3,68.3,58.2,98.8,10.1,2643.0,102.0,14.8,61.9,11.9,Antrenament
247,TOYOTA,TOYOTA AURIS (2018-Present),Compact,Gasoline,132.0,160.0,1598.0,170.5,69.3,58.1,102.4,12.7,2624.0,124.0,10.0,37.9,13.2,Antrenament
248,NISSAN,NISSAN Primera Sedan (2002-Present),Compact,Diesel,139.0,315.0,2184.0,179.9,69.3,58.3,105.5,15.9,3084.3,126.0,9.8,38.5,16.4,Antrenament
249,CITROEN,2013 Citroen C-Elysee,Compact,Gasoline,116.0,150.0,1587.0,174.4,69.7,57.9,104.4,17.9,2568.0,117.0,10.8,30.2,13.2,Antrenament
250,CITROEN,2013 Citroen C-Elysee,Compact,Gasoline,72.0,110.0,1199.0,174.4,69.7,57.9,104.4,17.9,2326.0,99.0,14.2,44.4,13.2,Antrenament
251,TOYOTA,TOYOTA Corolla (2018-Present),Compact,Gasoline,116.0,185.0,1196.0,169.9,69.9,57.1,103.9,12.7,2767.0,124.0,10.3,42.0,13.2,Antrenament
252,OPEL,OPEL Astra Sport Sedan (2012-Present),Compact,Gasoline,101.0,130.0,1398.0,183.4,71.4,59.1,105.7,16.2,3097.0,114.0,14.2,41.3,14.8,Antrenament
253,RENAULT,RENAULT Megane Coupe - Cabrio (2014-Present),Compact,Diesel,131.0,320.0,1598.0,176.6,71.3,56.5,102.7,19.8,3549.0,127.0,10.8,53.5,15.9,Antrenament
254,BMW,BMW 1 Series 3 doors (F20) LCI (2017-Present),Compact,Gasoline,184.0,270.0,1998.0,170.4,69.5,55.9,105.9,12.7,3197.0,140.0,7.1,42.8,13.7,Antrenament
255,DATSUN,DATSUN on-Do (2014-Present),Compact,Gasoline,82.0,132.0,1596.0,170.7,66.9,59.1,97.5,18.7,2557.0,103.0,14.4,30.5,13.2,Antrenament
256,CITROEN,CITROEN DS5 (2011-Present),Compact,Gasoline,156.0,240.0,1598.0,178.3,73.7,59.2,107.4,16.4,3296.0,126.0,9.7,33.1,15.9,Antrenament
257,GENESIS,GENESIS G70 (2021-Present),Compact,Gasoline,245.0,353.0,1998.0,184.4,72.8,55.1,111.6,11.7,3836.0,149.0,6.6,23.8,15.9,Antrenament
258,BMW,BMW 1 Series 3 doors (F20) LCI (2017-Present),Compact,Gasoline,136.0,220.0,1499.0,170.4,69.5,55.9,105.9,12.7,3031.0,130.0,8.5,47.0,13.7,Antrenament
259,DATSUN,DATSUN on-Do (2014-Present),Compact,Gasoline,106.0,148.0,1596.0,170.7,66.9,59.1,97.5,18.7,2557.0,114.0,10.5,35.6,13.2,Antrenament
260,TOYOTA,TOYOTA AURIS (2018-Present),Compact,Diesel,90.0,205.0,1364.0,170.5,69.3,58.1,102.4,12.7,2646.0,112.0,12.5,58.8,13.2,Antrenament
261,NISSAN,NISSAN Pulsar (2014-Present),Compact,Gasoline,114.0,165.0,1197.0,172.7,69.6,59.8,106.3,13.6,2657.0,115.0,12.7,46.1,12.2,Antrenament
262,MINI,MINI Mini Cooper 3-door (2021-Present),Compact,Gasoline,231.0,320.0,1499.0,152.1,68.0,55.7,98.2,7.5,2546.0,120.0,6.1,43.6,10.6,Antrenament
263,QOROS,QOROS 3 Hatchbach (2014-Present),Compact,Gasoline,126.0,155.0,1598.0,174.7,72.4,56.9,105.9,14.2,2998.0,120.0,12.6,38.6,14.5,Test
264,ALFA ROMEO,ALFA ROMEO Giulietta (2016-Present),Compact,Gasoline,150.0,250.0,1368.0,171.3,70.8,57.7,103.7,12.4,3009.0,130.0,8.2,42.8,15.9,Test
265,OPEL,OPEL Astra Sport Sedan (2012-Present),Compact,Gasoline,140.0,201.0,1364.0,183.4,71.4,59.1,105.7,16.2,3097.0,127.0,10.3,34.6,14.8,Test
266,ALFA ROMEO,ALFA ROMEO Giulietta (2016-Present),Compact,Diesel,175.0,350.0,1956.0,171.3,70.8,57.7,103.7,12.4,3109.0,136.0,7.8,54.7,15.9,Test
267,BMW,BMW 1 Series 3 doors (F20) LCI (2017-Present),Compact,Gasoline,340.0,500.0,2998.0,170.4,69.5,55.9,105.9,12.7,3406.0,155.0,4.6,33.1,13.7,Test
268,MAZDA,MAZDA 3 / Axela Sedan (2018-Present),Compact,Diesel,116.0,270.0,1759.0,183.5,70.7,56.9,107.3,15.9,2910.0,124.0,12.1,51.1,13.2,Test
269,SKODA,SKODA Superb (2019-Present),Compact,Diesel,190.0,400.0,1968.0,191.7,73.4,57.8,111.9,22.1,3719.0,139.0,8.1,42.0,17.4,Test
