Company,Model,Z1,Z2,Z3,Z4
AUDI,AUDI Q5 (2020-Present),-0.01254766721366937,0.02625416649327287,-0.09511056979692005,-0.6570699003364826
AUDI,AUDI Q5 (2020-Present),0.2913332128081001,0.19612410663565077,0.03982055111580255,-0.767789697868055
AUDI,AUDI RS 3 Sedan (2021-Present),1.257156205846051,-0.2248279161493274,0.4082071448680238,-1.1360782948401231
AUDI,AUDI S5 Cabriolet (2020-Present),1.1120755536883213,0.02587962711756212,0.1603971010045853,-0.6521956994394553
AUDI,AUDI S3 Sedan (2020-Present),0.5358421575297726,0.1801406924810851,0.1357066811884586,-1.097707457510647
AUDI,AUDI S5 Sportback (2020-Present),1.105754553739693,0.03218703613221988,0.10929805541152997,-0.6558813615567363
AUDI,AUDI Q7 (2019-Present),1.005303869704415,0.22872976828895158,0.13818417738165392,-0.1976555139078358
AUDI,AUDI Q7 (2019-Present),0.9721706493438492,-0.12068915221001843,-0.4807532542923444,0.008854173773501763
AUDI,AUDI Q7 (2019-Present),1.5333618227959729,-0.04012492670058179,-0.497452834770418,0.22314077374342295
AUDI,AUDI RS5 Sportback (2019-Present),1.9235243176385517,-0.5557071229247093,0.40471009581419404,-1.103127756600825
AUDI,2020 Audi A4 Avant,-0.4856902644511479,0.3991902679738347,-0.17265487752735953,-0.04062293791873627
AUDI,2020 Audi A4 Avant,-0.1674190345198993,0.544858364143917,-0.23722620838851735,-0.37101754594367137
AUDI,2020 Audi A4 Avant,0.2004172276357788,0.5070832862633605,-0.15145162604227902,-0.6904837275874798
AUDI,2020 Audi A4 Avant,-0.19958393862757198,0.14716572319555907,-0.3418365298022271,0.28320185329281916
AUDI,2020 Audi A4 Avant,0.16502233111731437,0.21129713388397098,-0.48112403730978187,0.10132861468185995
AUDI,2020 Audi A4 Avant,0.32845695042333406,0.19700352230152093,-0.44176571381523605,-0.1355931782175754
AUDI,2020 Audi A4 Avant,0.8880509336870138,0.3649922018598944,-0.6415039276261446,-0.16266423635225963
AUDI,AUDI A5 Sportback (2019-Present),-0.35205794480076574,-0.040858995166372,-0.1611598260607581,-0.3817530570162033
AUDI,AUDI A5 Sportback (2019-Present),-0.38029685002676045,0.01621160177624996,-0.13716427579180446,-0.24317960408634945
AUDI,AUDI A5 Sportback (2019-Present),0.12026873178663873,-0.4607116808138482,-0.04719450563511554,-0.9043024279872371
AUDI,AUDI A5 Sportback (2019-Present),0.15792060542129854,-0.536805810070678,-0.07918857266038722,-1.08906703189371
AUDI,AUDI A5 Sportback (2019-Present),0.25612910112366266,0.4129679883932229,-0.03744841994453527,-0.8647178683017214
AUDI,AUDI A5 Sportback (2019-Present),0.2432472936286104,-0.2623049107503049,-0.4027577633668949,-0.1835192717760612
AUDI,AUDI A5 Sportback (2019-Present),0.5381742868814053,-0.5295750375681959,-0.2747991503711398,-0.5109972555766692
AUDI,AUDI A5 Sportback (2019-Present),0.5758261605160652,-0.6056691668250255,-0.30679321739641147,-0.6957618594831418
AUDI,AUDI A5 Sportback (2019-Present),1.6681169184208446,0.0028800975854947506,-0.6694020779613856,-0.0518503647005717
AUDI,AUDI A5 Sportback (2011-Present),-0.4404706526778669,0.40891996793190494,-0.24195077346713698,0.043785968788096256
AUDI,AUDI A5 Sportback (2011-Present),-0.37272911188813906,0.10203543099114942,-0.17446610470631035,0.025993906526954894
AUDI,AUDI A5 Sportback (2011-Present),-0.11304833493491556,0.15585441846798356,-0.1917977417672444,-0.20785922638633642
AUDI,AUDI A5 Sportback (2011-Present),-0.02005232928945756,0.7411663249337674,-0.14926344838379962,-0.31380687546825115
AUDI,AUDI A5 Sportback (2011-Present),0.07081367219689537,0.36326466512403677,-0.08356456516616617,-0.40012801944758075
AUDI,AUDI A5 Sportback (2011-Present),0.06814698961774819,0.49006789169842596,-0.17061783852601506,-0.6117764225760541
AUDI,AUDI A5 Sportback (2011-Present),0.06814698961774819,0.49006789169842596,-0.17061783852601506,-0.6117764225760541
AUDI,AUDI A5 Sportback (2011-Present),0.38857253690466753,0.44266330061685893,-0.045705936669455736,-0.5634215258564683
AUDI,AUDI A5 Sportback (2011-Present),-0.16300155738361566,0.11045036646418212,-0.27784523685451273,0.128146504362479
AUDI,AUDI A5 Sportback (2011-Present),-0.1070860958410708,-0.13690276828034328,-0.3489796719749999,0.009085526420063503
AUDI,AUDI A5 Sportback (2011-Present),-0.09444409594381391,-0.14951758630965883,-0.24678158078888918,0.01645685065462533
AUDI,AUDI A5 Sportback (2011-Present),0.30872801361334296,0.23595164536060115,-0.433068543958751,-0.04373739942395066
AUDI,AUDI A5 Sportback (2011-Present),0.29583244197545666,0.3348618200822837,-0.47570228786707885,-0.11529706012909276
AUDI,AUDI A5 Sportback (2011-Present),0.3326683949600423,0.21185110665853996,-0.4712753421971473,-0.20616407258885217
AUDI,AUDI A5 Sportback (2011-Present),-0.18505652568953748,0.142088716807705,-0.37204481128430555,0.1669663311045352
AUDI,AUDI A5 Sportback (2011-Present),0.2922152202625942,0.0996058797429513,-0.5216004776893796,0.17807462178966932
AUDI,AUDI A5 Sportback (2011-Present),0.9303419822841856,0.12181501507255742,-0.6751302176084026,-0.16496316894678015
AUDI,AUDI A5 Sportback (2011-Present),1.3562503623136974,0.20741989781940168,-0.7989045482013298,0.05324765638639788
AUDI,AUDI SQ7 (2019-Present),3.3782889810630263,-0.6006817449943547,-0.47432085084682046,0.8488758777991202
AUDI,2019 Audi A6 allroad quattro,0.8315731232350243,0.4791333957451387,-0.5935128270882372,0.1144826695074491
AUDI,2019 Audi A6 allroad quattro,1.611639107968855,0.1170212914707393,-0.6214109774234782,0.2252965411591376
AUDI,2020 Audi A4 8W,-0.1836782561300186,0.3222172418339003,-0.3853224893969289,-0.08501718825947109
AUDI,2020 Audi A4 8W,-0.533879804313362,0.22788404782630955,-0.17894896291092954,0.5065046727989413
AUDI,2020 Audi A4 8W,-0.19876801797749782,0.19408230736247317,-0.3782575424974302,0.18930426184610594
AUDI,2020 Audi A4 8W,0.15212675947942816,0.3102073086056534,-0.5237577812181098,0.029768953976717468
AUDI,2020 Audi A4 8W,0.30614841037678275,0.314937229337411,-0.4764009409672459,-0.1609616879460991
AUDI,2020 Audi A4 8W,0.8974639020956788,0.345968669545687,-0.6495024443824625,-0.2088553873288778
AUDI,2020 Audi A4 8W,1.6775298868295094,-0.01614343472871242,-0.6774005947177035,-0.0980415156771893
AUDI,2020 Audi A4 8W,-0.49858583608903423,0.49810044269551734,-0.2152886214356873,-0.11218259862387794
AUDI,2020 Audi A4 8W,-0.1760160822784901,0.6107984806250386,-0.2656487043274026,-0.41872398641376624
AUDI,2020 Audi A4 8W,0.21924316445310868,0.46903622163494574,-0.16744865955491484,-0.7828660295407162
AUDI,AUDI S6 Sedan (2019-Present),2.189976315096591,-0.2178676018718096,-0.47710789614150073,0.14367001188243383
AUDI,2023 Audi RS7 Sportback,3.0943252358659836,-0.8440007470961806,0.9386765491530668,0.005304799343945522
AUDI,2023 Audi RS7 Sportback,3.1526800014369636,0.011979642531812685,0.8713824833701724,0.541215670304733
AUDI,AUDI RS4 Avant (B9) (2019-Present),1.8199816651432374,-0.3464482674684282,0.49269378013369086,-0.5950250958580264
AUDI,AUDI A6 Avant (C8) (2018-Present),0.1815912908184489,0.5451303508917753,-0.13545459252964323,-0.5981014256342436
AUDI,AUDI A6 Avant (C8) (2018-Present),0.10628754354912945,0.6973186094054344,-0.07146645847909999,-0.2285722178212987
AUDI,AUDI A6 Avant (C8) (2018-Present),0.17922772544421378,0.6815085643550347,-0.32706712382677283,0.351481718044309
AUDI,AUDI A6 Avant (C8) (2018-Present),0.22629256748753857,0.5863909027839976,-0.3670597076083624,0.12052596316121794
AUDI,AUDI A6 Avant (C8) (2018-Present),0.07114717969349435,0.20692189747981735,-0.34583773511302146,0.43627304267459177
AUDI,AUDI A6 Avant (C8) (2018-Present),0.8503990600523542,0.44108633111672385,-0.609509860600873,0.022100367554212623
AUDI,AUDI A6 Avant (C8) (2018-Present),1.6304650447861848,0.07897422684232448,-0.637408010936114,0.13291423920590126
AUDI,AUDI A6 (2018-Present),0.2004172276357788,0.5070832862633605,-0.15145162604227902,-0.6904837275874798
AUDI,AUDI A6 (2018-Present),1.4045689873554137,-1.1852511894654982,0.24551135717186412,-1.0332506883068138
AUDI,AUDI A6 (2018-Present),0.048838639646943086,0.3248556045157074,-0.38047296226503136,0.4109045329460681
AUDI,AUDI A6 (2018-Present),0.2039840274409874,0.7043246098198874,-0.4016949347603723,0.09515745343269376
AUDI,AUDI A6 (2018-Present),0.1569191853976627,0.7994422713909244,-0.3617023509787828,0.32611320831578444
AUDI,AUDI A6 (2018-Present),0.869224996869684,0.4030392664883091,-0.6255068941135088,-0.07028193439902357
AUDI,AUDI A6 (2018-Present),1.6492909816035148,0.04092716221390956,-0.6534050444487498,0.040531937252664636
AUDI,AUDI Q3 (2018-Present),-0.5502560573360695,0.1900504592477457,-0.042484003661174656,-0.06511663607602096
AUDI,AUDI Q3 (2018-Present),-0.4851811991254891,0.00996914888137968,-0.06205260826019688,-0.2945571014656351
AUDI,AUDI Q3 (2018-Present),-0.007179650943670529,-0.04609466427274045,-0.17688468180046346,-0.6629259350775675
AUDI,AUDI Q3 (2018-Present),0.18656537242144539,0.08446145946397207,-0.11392629892217482,-0.8584181470818393
AUDI,AUDI Q3 (2018-Present),-0.030694223708966285,0.012705638249515979,-0.3405314419598709,0.13484814025862324
AUDI,AUDI Q3 (2018-Present),0.37307403051643634,-0.038863891770258605,-0.3724952595112161,-0.08485615876052713
AUDI,AUDI Q3 (2018-Present),0.006141729275619494,-0.11030507517422808,-0.3361044962899395,0.04398112779886298
AUDI,AUDI Q3 (2018-Present),0.37307403051643634,-0.038863891770258605,-0.3724952595112161,-0.08485615876052713
AUDI,2020 Audi A1 citycarver,-0.7759448096831443,0.008513974166547394,-0.11536317975558248,-0.4289760222231179
AUDI,2020 Audi A1 citycarver,-0.7759448096831443,0.008513974166547394,-0.11536317975558248,-0.4289760222231179
AUDI,2020 Audi A1 citycarver,-0.7665318412744794,-0.010509558147659939,-0.12336169651190036,-0.4751671731997359
AUDI,2020 Audi A1 citycarver,-0.4673901035871583,0.19255847916118293,-0.23794494052308773,-0.7863829894407698
AUDI,AUDI A1 Sportback (2018-Present),-0.7759448096831443,0.008513974166547394,-0.11536317975558248,-0.4289760222231179
AUDI,AUDI A1 Sportback (2018-Present),-0.7665318412744794,-0.010509558147659939,-0.12336169651190036,-0.4751671731997359
AUDI,AUDI A1 Sportback (2018-Present),-0.4673901035871583,0.19255847916118293,-0.23794494052308773,-0.7863829894407698
AUDI,AUDI R8 Spyder (2018-Present),1.1494365758003071,1.8244503126224307,1.162914252867594,0.045756225577669875
AUDI,AUDI RS 3 Sportback (2021-Present),1.257156205846051,-0.2248279161493274,0.4082071448680238,-1.1360782948401231
AUDI,AUDI A7 Sportback (2017-Present),0.1815912908184489,0.5451303508917753,-0.13545459252964323,-0.5981014256342436
AUDI,AUDI A7 Sportback (2017-Present),0.10628754354912945,0.6973186094054344,-0.07146645847909999,-0.2285722178212987
AUDI,AUDI A7 Sportback (2017-Present),1.0617816801564048,0.11458857440370702,0.0901930768437464,-0.4748024197675451
AUDI,AUDI A7 Sportback (2017-Present),0.15180474086829304,0.7854957454645712,-0.33949258625302225,0.3961575795274505
AUDI,AUDI A7 Sportback (2017-Present),1.6304650447861848,0.07897422684232448,-0.637408010936114,0.13291423920590126
AUDI,AUDI A7 Sportback (2017-Present),1.505496297920499,0.2807206990425802,-0.9749123779738632,0.47348467324021004
AUDI,AUDI A8 (2017-Present),1.5024562349908308,0.14374889681642994,-0.5605105578613131,0.15006582354480463
AUDI,AUDI A8 (2017-Present),1.0994335537910644,0.038494445146877644,0.05819900981847485,-0.6595670236740172
AUDI,AUDI A8 L (2017-Present),1.024129806521745,0.19068270366053677,0.12218714386901809,-0.29003781586107213
AUDI,AUDI A8 L (2017-Present),1.5024562349908308,0.14374889681642994,-0.5605105578613131,0.15006582354480463
AUDI,AUDI A8 L (2017-Present),1.0994335537910644,0.038494445146877644,0.05819900981847485,-0.6595670236740172
AUDI,AUDI A5 (2016-Present),-0.235160575309627,0.8517429010846724,-0.30471087714934403,-0.3532254836825303
AUDI,AUDI A5 (2016-Present),-0.1623045899905298,0.5588048900702705,-0.2594359731142779,-0.44106191715533694
AUDI,AUDI A5 (2016-Present),0.17849932235841245,0.5578464741913249,-0.07635703018027003,-0.5482246125403446
AUDI,AUDI A5 (2016-Present),0.22556416440173713,0.462728812620288,-0.11634961396185953,-0.7791803674234352
AUDI,AUDI A5 (2016-Present),0.23677502828690689,0.5279885979443377,-0.4710435843376663,0.04462555720846753
AUDI,AUDI A5 (2016-Present),0.25048652057486726,0.47599500738956946,-0.4648308531245416,0.022287626466896776
AUDI,AUDI A5 (2016-Present),0.32497434719411267,0.2768901647089962,-0.49239797447988176,-0.25334398989933543
AUDI,AUDI A5 (2016-Present),0.4972933817581537,-0.4598896225962582,-0.3530016912882969,-0.3797951268813766
AUDI,AUDI A5 (2016-Present),0.28333272684897287,0.6054616497580344,-0.39190747356369,-0.3147068706157841
AUDI,AUDI A5 (2016-Present),0.32098460048363253,0.529367520501205,-0.42390154058896157,-0.4994714745222564
AUDI,AUDI A3 Cabriolet (2016-Present),-0.8794874621784585,0.21777282962282857,-0.027379495436085578,0.07912663851968127
AUDI,AUDI A3 Cabriolet (2016-Present),-0.8794874621784585,0.21777282962282857,-0.027379495436085578,0.07912663851968127
AUDI,AUDI A3 Cabriolet (2016-Present),-0.5803457244911375,0.4208408669316716,-0.1419627394472729,-0.23208917772135226
AUDI,AUDI A3 Cabriolet (2016-Present),-0.5803457244911375,0.4208408669316716,-0.1419627394472729,-0.23208917772135226
AUDI,AUDI A3 Cabriolet (2016-Present),-0.13836420864383042,0.5347043513682092,-0.2976427713526742,-0.6034885903202385
AUDI,AUDI A3 Cabriolet (2016-Present),-0.09332131996932445,0.33353670111662465,-0.4302258754464581,0.08259583130809857
AUDI,AUDI A3 Cabriolet (2016-Present),-0.10273428837798936,0.352560233430832,-0.42222735869014016,0.12878698228471652
AUDI,AUDI A3 Cabriolet (2016-Present),0.15901010833750126,0.4371118404502769,-0.44951540104247456,-0.12463131182329464
AUDI,AUDI A3 Cabriolet (2016-Present),-0.06589833539340374,0.22954952000708828,-0.41780041302020865,0.03791996982495708
AUDI,AUDI A5 Cabriolet (2012-Present),-0.16131973239749905,0.27122601498003157,-0.22511396830447095,-0.05063350483219266
AUDI,AUDI A5 Cabriolet (2012-Present),-0.09787671548706689,-0.0026884637201627396,-0.17184054751308678,-0.09227878732838042
AUDI,AUDI A5 Cabriolet (2012-Present),-0.016569726060236285,0.6612796825262925,-0.09863118771915387,-0.19605606378649076
AUDI,AUDI A5 Cabriolet (2012-Present),0.046873290850196064,0.3873652038260979,-0.045357766927769876,-0.23770134628267933
AUDI,AUDI A5 Cabriolet (2012-Present),0.043390687620974686,0.4672518462335731,-0.09599002759241557,-0.35545215796443935
AUDI,AUDI A5 Cabriolet (2012-Present),0.36033363167867277,0.49973389755948106,-0.021710386400502053,-0.42484807292661414
AUDI,AUDI A5 Cabriolet (2012-Present),-0.21088232007701435,0.15865144386830463,-0.20143164037772016,0.4529998506922821
AUDI,AUDI A5 Cabriolet (2012-Present),0.16313691807653674,0.2037593222425096,-0.34871766464159254,0.22493546110470578
AUDI,AUDI A5 Cabriolet (2012-Present),0.20508731559049198,0.09469513474511906,-0.3665004836974216,0.0640240774332803
AUDI,AUDI A5 Cabriolet (2012-Present),-0.21088232007701435,0.15865144386830463,-0.20143164037772016,0.4529998506922821
AUDI,AUDI A5 Cabriolet (2012-Present),0.24455615539542375,0.4151318972963016,-0.4062000757035781,0.18622958912527465
AUDI,AUDI A5 Cabriolet (2012-Present),0.3037006484265604,0.17418747683666827,-0.3671379028816365,0.12073108639403973
AUDI,AUDI A5 Cabriolet (2012-Present),0.28650655290937876,0.3060677097989115,-0.423982894759407,0.025318205453850152
AUDI,AUDI A5 Cabriolet (2012-Present),0.22391325240782178,0.05664807011670442,-0.38249751721005737,-0.028358224519955642
AUDI,AUDI A5 Cabriolet (2012-Present),0.8818669967669408,0.3904244484589936,-0.523308802927398,-0.06291061016446169
AUDI,AUDI A5 Cabriolet (2012-Present),0.34109895032059095,0.1843887042722054,-0.33956762262912527,-0.12822185398301364
AUDI,AUDI A5 Cabriolet (2012-Present),0.8818669967669408,0.3904244484589936,-0.523308802927398,-0.06291061016446169
AUDI,AUDI Q5 Sportback (2020-Present),0.1593464986007001,-0.04417653575552419,-0.3671921252552369,0.1383034955667889
AUDI,AUDI Q5 Sportback (2020-Present),0.4096564117603927,-0.07557924850163557,-0.30850396656350176,-0.23991150769086736
AUDI,AUDI Q5 Sportback (2020-Present),1.712733998513947,-0.23298731648628476,-0.6001316236573657,-0.0011133452435230487
AUDI,AUDI Q5 Sportback (2020-Present),-0.01254766721366937,0.02625416649327287,-0.09511056979692005,-0.6570699003364826
AUDI,AUDI Q5 Sportback (2020-Present),0.2913332128081001,0.19612410663565077,0.03982055111580255,-0.767789697868055
AUDI,AUDI Q3 Sportback (2019-Present),-0.0032712391330455702,-0.09128154286002042,-0.3281059795336215,0.09017227877548173
AUDI,AUDI Q3 Sportback (2019-Present),0.024151745442875114,-0.19526872396955677,-0.31568051710737205,0.045496417292340295
AUDI,AUDI Q3 Sportback (2019-Present),0.3722581098663622,-0.08578047593717276,-0.33607424681601294,0.009041432686186018
BENTLEY,BENTLEY Bentayga (2020-Present),2.4578969038888947,0.7121951371526968,0.5817023661675195,0.8403011922707004
BENTLEY,BENTLEY Bentayga Speed (2020-Present),3.163703465194639,0.8676704474615866,0.696219637117108,1.3202877268868456
BENTLEY,BENTLEY Continental GTC (2018-Present),2.9400210647079783,1.7325379545784387,0.5826046897376701,1.6538413985169296
BENTLEY,BENTLEY Mulsanne (2016-Present),3.658219099971909,0.7725029114295809,-0.4178104880952283,2.2195582131638503
BENTLEY,BENTLEY Mulsanne (2016-Present),3.639393163154579,0.8105499760579957,-0.4018134545825925,2.3119405151170866
BENTLEY,BENTLEY Mulsanne (2016-Present),4.072908511607433,0.8789334433519632,-0.5481860292441392,2.482907143154423
BMW,2024 BMW X5,2.6922672750739847,-0.5809429173859245,0.6359267594221513,0.10370944097163141
BMW,2024 BMW X5,1.197671584432212,0.07084216414560805,0.3292857202839297,-0.33231962479213134
BMW,2024 BMW X5,1.893702403498165,-0.40495895746706406,-0.6346372611228429,0.20714561211816568
BMW,2019 BMW X5,2.544751996839056,-0.30595733324440183,-0.2715190748516708,0.48859714781885877
BMW,2019 BMW X5,2.544751996839056,-0.30595733324440183,-0.2715190748516708,0.48859714781885877
BMW,2019 BMW X5,1.7007362051265043,-0.37383837425726174,-0.6521642391072405,0.22333129176815425
BMW,2019 BMW X5,1.7007362051265043,-0.37383837425726174,-0.6521642391072405,0.22333129176815425
BMW,2019 BMW X5,1.8799909112102047,-0.3529653669122958,-0.6408499923359676,0.22948354285973643
BMW,2019 BMW X5,2.1759189499831972,-0.2706211860890888,-0.4841758916258938,0.30287326610430804
BMW,2024 BMW X6,2.6922672750739847,-0.5809429173859245,0.6359267594221513,0.10370944097163141
BMW,2024 BMW X6,1.197671584432212,0.07084216414560805,0.3292857202839297,-0.33231962479213134
BMW,2024 BMW X6,1.893702403498165,-0.40495895746706406,-0.6346372611228429,0.20714561211816568
BMW,2020 BMW X6,2.6922672750739847,-0.5809429173859245,0.6359267594221513,0.10370944097163141
BMW,2020 BMW X6,0.7699985608940145,0.21945465239634832,0.2584411592617947,-0.5704969118501408
BMW,2020 BMW X6,2.544751996839056,-0.30595733324440183,-0.2715190748516708,0.48859714781885877
BMW,2020 BMW X6,1.7007362051265043,-0.37383837425726174,-0.6521642391072405,0.22333129176815425
BMW,2020 BMW X6,2.1759189499831972,-0.2706211860890888,-0.4841758916258938,0.30287326610430804
BMW,2024 BMW X6 M Competition,2.8157041480114584,-0.7426375975559667,1.2974197397312026,-0.031035462771742555
BMW,2020 BMW X6 M,2.7931291481949283,-0.7201111367893318,1.1149231483274331,-0.04419854176203157
BMW,2020 BMW X6 M,2.8251171164201234,-0.7616611298701742,1.2894212229748845,-0.07722661374836101
BMW,2024 BMW X5 M Competition,2.8157041480114584,-0.7426375975559667,1.2974197397312026,-0.031035462771742555
BMW,2020 BMW X5 M,2.7931291481949283,-0.7201111367893318,1.1149231483274331,-0.04419854176203157
BMW,2020 BMW X5 M,2.8251171164201234,-0.7616611298701742,1.2894212229748845,-0.07722661374836101
BMW,2024 BMW X2,-0.49077239684443075,0.0026955818066709968,-0.07842806098844483,-0.6777198878799824
BMW,2019,-0.3359273282974141,-0.7999264823125724,-0.2954611227673506,-1.7078573262488244
BMW,BMW X7 (2022-Present),2.1331526318191676,-0.20847358275861266,-0.4299720598748616,0.5576822412224463
BMW,BMW X7 (2022-Present),1.1600197107975523,0.14693629340243755,0.3612797873092013,-0.14755502088565897
BMW,BMW M8 Coupe (2022-Present),2.881594926872113,-0.8758023237554186,1.2414301224369773,-0.35437351960806973
BMW,BMW 7 Series (2022-Present),1.197671584432212,0.07084216414560805,0.3292857202839297,-0.33231962479213134
BMW,BMW 7 Series (2022-Present),1.7848263858445563,0.05790635113799583,-0.7207601235230437,0.2919514666040185
BMW,BMW 3-Series Touring (2022-Present),-0.5243802792626243,0.24043021236916723,-0.08752388062731194,-0.3421349819650131
BMW,BMW 3-Series Touring (2022-Present),-0.22287541442275385,0.33604789961396636,-0.18106279794131555,-0.5149059052469093
BMW,BMW 3-Series Touring (2022-Present),0.3547785686941501,0.486015410559032,-0.23480373862920864,-0.5314465001893623
BMW,BMW 3-Series Touring (2022-Present),0.364191537102815,0.46699187824482463,-0.24280225538552655,-0.5776376511659804
BMW,BMW 3-Series Touring (2022-Present),-0.10652374693162608,-0.0036908274210621372,-0.32583633739242013,-0.14900040149722957
BMW,BMW 3-Series Touring (2022-Present),0.3798203163459541,0.06891580248992338,-0.4675470496273829,-0.3426957128656184
BMW,BMW 3-Series Touring (2022-Present),0.37900439569588,0.021999218323009002,-0.43112603693217977,-0.2487981214189057
BMW,BMW 3-Series Touring (2022-Present),1.8130652910705511,0.000835754195373615,-0.7447556737919975,0.15337801367416398
